"date","borough","direction","main_street","cross_street","type","truck_route","struck_overpass","state_of_operators_license","bin","latitude","longitude","geocoded_column"
"2021-02-05T00:00:00.000","QUEENS","S/B","VAN WYCK EXPRESSWAY","ROOSEVELT AVENUE","STRIKE","YES","YES","NY","2240508","40.757162","-73.838782","POINT (-73.838782 40.757162)"
"2020-01-26T00:00:00.000","QUEENS","E/B","BELT PARKWAY","150th STREET","STRIKE","NO","YES","TX","1076660","40.666311","-73.789565","POINT (-73.789565 40.666311)"
"2015-12-23T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","CO","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2014-08-18T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","NO","OK","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2018-04-13T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","SUPERIOR ROAD","STRIKE","NO","YES","NC","2231800","40.720565","-73.725604","POINT (-73.725604 40.720565)"
"2021-02-25T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","VA","2230120","40.702972","-73.858137","POINT (-73.858137 40.702972)"
"2022-03-16T00:00:00.000","BROOKLYN","W/B","PROSPECT EXPRESSWAY","CANTON AVENUE","STRIKE","YES","YES","NY",,"40.647926","-73.975052","POINT (-73.975052 40.647926)"
"2020-05-20T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","CT","2231980","40.789151","-73.819379","POINT (-73.819379 40.789151)"
"2017-07-06T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 63rd STREET","STRIKE","NO","YES","VA","2232110","40.760645","-73.956847","POINT (-73.956847 40.760645)"
"2013-08-23T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","NC","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2017-03-13T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2013-06-20T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2016-08-17T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","CA","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2015-04-07T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","NY","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2021-09-01T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","FL","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2017-12-31T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WHITESTONE BRIDGE","STRIKE","NO","YES","N/A",,"40.811186","-73.835715","POINT (-73.835715 40.811186)"
"2018-07-30T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","CA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2015-07-22T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2013-11-29T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2014-10-06T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","PA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2021-06-28T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","N/A","2233038","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2018-09-19T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SUNRISE HIGHWAY","STRIKE","NO","YES","PA","2231650","40.665703","-73.741142","POINT (-73.741142 40.665703)"
"2015-05-22T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","CA","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2015-01-19T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","ORCHARD BEACH ROAD","STRIKE","NO","YES","AZ","1075860","40.873041","-73.818738","POINT (-73.818738 40.873041)"
"2022-08-05T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","NY","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2018-11-27T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","N/A","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2013-06-04T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 53rd STREET","STRIKE","NO","YES","N/A","2233040","40.754670","-73.962254","POINT (-73.962254 40.75467)"
"2013-03-13T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","N/A","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2014-04-24T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","FL","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2020-12-30T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 232nd STREET","STRIKE","NO","YES","N/A","2229450","40.884539","-73.914667","POINT (-73.914667 40.884539)"
"2017-02-11T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NC","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2014-10-22T00:00:00.000","QUEENS","E/B","QUEENS BOULEVARD","WOODHAVEN BLVD","STRIKE","YES","YES","N/A","2248159","40.733479","-73.870480","POINT (-73.87048 40.733479)"
"2014-01-07T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","VA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2018-06-21T00:00:00.000","QUEENS","E/B","BROOKLYN QUEENS EXPRESSWAY","QUEENS BOULEVARD","STRIKE","YES","YES","N/A","2230530","40.740803","-73.898972","POINT (-73.898972 40.740803)"
"2016-04-06T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","N/A","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2016-06-29T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2019-02-18T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","MA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2020-05-01T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","FL","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-11-10T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","CAN","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-11-15T00:00:00.000","BROOKLYN","W/B","JACKIE ROBINSON PARKWAY","CYPRESS AVENUE","STRIKE","NO","YES","N/A","2230040","40.690819","-73.888706","POINT (-73.888706 40.690819)"
"2019-09-11T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","SUPERIOR ROAD","STRIKE","NO","YES","CAN","2231800","40.720543","-73.725669","POINT (-73.725669 40.720543)"
"2016-10-30T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","WHITESTONE EXPRESSWAY","STRIKE","NO","YES","VA","1065210","40.790655","-73.822075","POINT (-73.822075 40.790655)"
"2018-06-27T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2022-01-18T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","BRADDOCK AVENUE","STRIKE","NO","YES","MN","2231829","40.725643","-73.724454","POINT (-73.724454 40.725643)"
"2017-12-05T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","WHITESTONE EXPRESSWAY","STRIKE","NO","YES","NJ","1065210","40.790655","-73.822075","POINT (-73.822075 40.790655)"
"2020-10-30T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","MI","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2020-08-25T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2014-05-22T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","NORTHERN BOULEVARD","STRIKE","NO","YES","N/A","2231870","40.762186","-73.756808","POINT (-73.756808 40.762186)"
"2022-06-12T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","NJ","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2015-12-12T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2017-02-03T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","FL","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2015-03-12T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","FL","2075837","40.842936","-73.837610","POINT (-73.83761 40.842936)"
"2017-03-10T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","IL","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-05-27T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","KNAPP STREET","STRIKE","NO","YES","CA","2231449","40.585744","-73.931484","POINT (-73.931484 40.585744)"
"2019-04-15T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","CT","2233038","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2017-05-12T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 47th STREET","STRIKE","NO","YES","NC","2266630","40.751155","-73.965361","POINT (-73.965361 40.751155)"
"2019-02-05T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","14th AVENUE","STRIKE","NO","YES","NJ","2231970","40.788146","-73.816896","POINT (-73.816896 40.788146)"
"2018-10-24T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SUNRISE HIGHWAY","STRIKE","NO","YES","MI","2231650","40.665703","-73.741142","POINT (-73.741142 40.665703)"
"2013-08-07T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2015-05-16T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","IN","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2016-09-17T00:00:00.000","QUEENS","W/B","BELT PARKWAY","NORTH CONDUIT AVENUE","STRIKE","NO","YES","IL","2231570","40.666948","-73.836360","POINT (-73.83636 40.666948)"
"2015-02-19T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","4th AVENUE","STRIKE","NO","YES","N/A","2231270","40.610624","-74.035788","POINT (-74.035788 40.610624)"
"2013-07-15T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 56th STREET","STRIKE","NO","YES","WA","2233040","40.756384","-73.960423","POINT (-73.960423 40.756384)"
"2013-10-25T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","CAN","2231850","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2018-10-11T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","NC","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2015-08-10T00:00:00.000","QUEENS","W/B","BROOKLYN QUEENS EXPRESSWAY","69th STREET","STRIKE","YES","YES","N/A","2230550","40.749883","-73.897232","POINT (-73.897232 40.749883)"
"2015-07-11T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","FL","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2013-05-22T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 84th STREET","STRIKE","NO","YES","N/A","2232158","40.773103","-73.944512","POINT (-73.944512 40.773103)"
"2018-12-20T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2016-11-01T00:00:00.000","QUEENS","S/B","SOUTH CONDUIT AVENUE","SPRINGFIELD BOULEVARD","STRIKE","YES","YES","N/A","2231630","40.665664","-73.758252","POINT (-73.758252 40.665664)"
"2018-06-05T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SUNRISE HIGHWAY","STRIKE","NO","YES","AZ","2231650","40.665755","-73.741079","POINT (-73.741079 40.665755)"
"2021-04-05T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2022-08-16T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 232nd STREET","STRIKE","NO","YES","N/A","2229450","40.884539","-73.914667","POINT (-73.914667 40.884539)"
"2020-12-14T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","FL","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2017-03-19T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2015-11-24T00:00:00.000","QUEENS","E/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","NY","2266770","40.683846","-73.726456","POINT (-73.726456 40.683846)"
"2017-08-14T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 53rd STREET","STRIKE","NO","YES","KY","2233040","40.754670","-73.962254","POINT (-73.962254 40.75467)"
"2014-09-11T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","FLATBUSH AVENUE","STRIKE","NO","NO","NY","2243310","40.596576","-73.907907","POINT (-73.907907 40.596576)"
"2016-05-10T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 246th STREET","STRIKE","NO","YES","VA","2229490","40.893613","-73.908281","POINT (-73.908281 40.893613)"
"2016-05-20T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2013-02-11T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","N/A","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2017-02-16T00:00:00.000","QUEENS","W/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","TN","2231590","40.666703","-73.810360","POINT (-73.81036 40.666703)"
"2014-11-08T00:00:00.000","MANHATTAN","W/B","BROOKLYN BRIDGE",,"STRIKE","NO","NO","N/A","2240019","40.706143","-73.996773","POINT (-73.996773 40.706143)"
"2014-12-14T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","TN","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2017-10-31T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MEX","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2020-04-18T00:00:00.000","BROOKLYN","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","NY","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2016-10-13T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","N/A","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2018-03-15T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","BAY 8th STREET","STRIKE","NO","YES","N/A","2231290","40.603714","-74.019181","POINT (-74.019181 40.603714)"
"2014-05-07T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","FL","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2015-09-08T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","NC","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2019-03-08T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","FL","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2019-08-30T00:00:00.000","QUEENS","E/B","SOUTHERN STATE PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","CAN","2266770","40.687191","-73.724985","POINT (-73.724985 40.687191)"
"2021-10-27T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","FL","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2018-09-15T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","GRAND CENTRAL PARKWAY","STRIKE","NO","YES","N/A","1076600","40.743484","-73.732009","POINT (-73.732009 40.743484)"
"2021-07-13T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","PA","2231980","40.789313","-73.819404","POINT (-73.819404 40.789313)"
"2020-08-13T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","MA","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2022-03-12T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NV","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2022-06-23T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","N/A","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2014-06-23T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","MI","2230179","40.709012","-73.841282","POINT (-73.841282 40.709012)"
"2016-12-13T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","N/A","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2018-11-17T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2018-08-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","MEX","2231330","40.587613","-73.991914","POINT (-73.991914 40.587613)"
"2021-06-10T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","WHITESTONE BRIDGE","STRIKE","NO","YES","N/A","2266160","40.789428","-73.822636","POINT (-73.822636 40.789428)"
"2022-07-28T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","FL","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2022-09-06T00:00:00.000","QUEENS","W/B","BELT PARKWAY","SPRINGFIELD BOULEVARD","STRIKE","NO","YES","PA","2231630","40.665920","-73.758147","POINT (-73.758147 40.66592)"
"2019-07-11T00:00:00.000","MANHATTAN","W/B","WEST 79th STREET","CENTRAL PARK TRAVERSE","STRIKE","YES","YES","N/A","2246280","40.779835","-73.970865","POINT (-73.970865 40.779835)"
"2017-09-28T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","TX","2231300","40.601527","-74.011881","POINT (-74.011881 40.601527)"
"2021-01-13T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","VA","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2019-01-06T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","GA","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2021-03-26T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","WEST ALLEY ROAD","STRIKE","NO","YES","NC","1077860","40.751567","-73.742529","POINT (-73.742529 40.751567)"
"2020-07-23T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","PA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2021-08-05T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","NY","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2019-06-18T00:00:00.000","QUEENS","E/B","CROSS ISLAND PARKWAY","GRAND CENTRAL PARKWAY","STRIKE","NO","YES","NY","1076600","40.743484","-73.732009","POINT (-73.732009 40.743484)"
"2022-07-08T00:00:00.000","QUEENS","S/B","VAN WYCK EXPRESSWAY","ROOSEVELT AVENUE","STRIKE","YES","YES","NY","2240507","40.757141","-73.838787","POINT (-73.838787 40.757141)"
"2014-12-01T00:00:00.000","QUEENS","E/B","BROOKLYN QUEENS EXPRESSWAY","ROOSEVELT AVENUE","STRIKE","YES","YES","N/A","2230587","40.746442","-73.894767","POINT (-73.894767 40.746442)"
"2013-10-14T00:00:00.000","BRONX","N/B","CROSS BRONX EXPRESSWAY","SHERIDAN EXPRESSWAY","STRIKE","YES","YES","N/A","1066419","40.837538","-73.880532","POINT (-73.880532 40.837538)"
"2013-04-04T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2015-05-08T00:00:00.000","QUEENS","E/B","BELT PARKWAY","150th STREET","STRIKE","NO","YES","N/A","1076660","40.666310","-73.789567","POINT (-73.789567 40.66631)"
"2015-10-05T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","N/A","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2014-03-11T00:00:00.000","QUEENS","W/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","N/A","2266770","40.687379","-73.724891","POINT (-73.724891 40.687379)"
"2014-02-06T00:00:00.000","QUEENS","W/B","BELT PARKWAY","NORTH CONDUIT AVENUE","STRIKE","NO","NO","NY","2231570","40.666453","-73.834801","POINT (-73.834801 40.666453)"
"2015-06-18T00:00:00.000","QUEENS","W/B","BELT PARKWAY","NORTH CONDUIT AVENUE","STRIKE","NO","YES","N/A","2231570","40.666461","-73.834803","POINT (-73.834803 40.666461)"
"2016-11-12T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","N/A","2230179","40.708915","-73.841524","POINT (-73.841524 40.708915)"
"2022-02-18T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","NJ","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2019-03-31T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 236th STREET","STRIKE","NO","YES","NC","2229460","40.886572","-73.912353","POINT (-73.912353 40.886572)"
"2020-03-07T00:00:00.000","BRONX","W/B","EAST 161st STREET","MACOMBS DAM BRIDGE","STRIKE","YES","YES","N/A",,"40.829135","-73.928669","POINT (-73.928669 40.829135)"
"2018-04-27T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2021-04-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","N/A","2231330","40.587711","-73.991782","POINT (-73.991782 40.587711)"
"2014-06-10T00:00:00.000","BROOKLYN","W/B","BELT PARKWAY","CONEY ISLAND AVENUE","STRIKE","NO","NO","N/A","2231380","40.584796","-73.960107","POINT (-73.960107 40.584796)"
"2014-09-29T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","GA","2233038","40.760213","-73.957473","POINT (-73.957473 40.760213)"
"2016-07-29T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","WHITESTONE EXPRESSWAY","STRIKE","NO","YES","N/A","1065210","40.790655","-73.822075","POINT (-73.822075 40.790655)"
"2016-02-17T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2017-07-13T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","JEWEL AVENUE","STRIKE","NO","YES","N/A","1056000","40.725715","-73.837893","POINT (-73.837893 40.725715)"
"2019-10-18T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","NC","2233080","40.585019","-73.954903","POINT (-73.954903 40.585019)"
"2017-10-19T00:00:00.000","QUEENS","W/B","QUEENSBORO BRIDGE",,"STRIKE","YES","YES","N/A","224004F","40.756907","-73.954448","POINT (-73.954448 40.756907)"
"2014-11-01T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2019-08-09T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","GA","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2018-02-16T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","NJ","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2014-05-27T00:00:00.000","BRONX","E/B","CROSS BRONX EXPRESSWAY","CLAY AVENUE","STRIKE","YES","YES","TN","1066320","40.844747","-73.904892","POINT (-73.904892 40.844747)"
