"date","league_name","borough","asset_number"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0902"
"2017-03-02T00:00:00.000","Our Lady Of Sorrows Kids Sparkle Little League","M","AED - 1074"
"2017-04-10T00:00:00.000","Victor Lebron Little League","M","AED-0905"
"2017-02-28T00:00:00.000","NY Diamond Mom","B","AED - 1629"
"2017-04-15T00:00:00.000","Youth Service League, Inc.","B","AED - 1071"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1077"
"2017-04-15T00:00:00.000","Youth Service League, Inc.","B","AED - 1613"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0607"
"2017-04-04T00:00:00.000","Bulldog Ball Club","M","AED - 0891"
"2017-04-07T00:00:00.000","East Harlem Little League","M","AED - 1608"
"2017-06-01T00:00:00.000","Parade Ground League","B","AED - 0557"
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 1634"
"2017-02-28T00:00:00.000","HEROS","Q","AED - 1586"
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 1319"
"2017-03-03T00:00:00.000","Greenwich Village Little League","M","AED - 1291"
"2017-03-08T00:00:00.000","New York Empire Baseball","M","AED - 1282"
"2017-02-28T00:00:00.000","God Loves Baseball Inc","B","AED - 1589"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1292"
"2017-03-23T00:00:00.000","w.o.r.ks Little League","Q","AED - 0589"
"2017-03-30T00:00:00.000","Harlem Little League","M","AED - 0012"
"2017-03-01T00:00:00.000","Jamaica Estates Holliswood Briarwood Little League","Q","AED - 1570"
"2017-03-15T00:00:00.000","District 11","M","AED - 1300"
"2017-04-27T00:00:00.000","Good Shepherd Sports","B","AED - 0539"
"2017-03-27T00:00:00.000","Peter Stuyvesant Little League","M","AED - 1621"
"2017-03-01T00:00:00.000","Ozone Howard ll","Q","AED - 0605"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1609"
"2017-04-15T00:00:00.000","Youth Service League, Inc.","B","AED - 0545"
"2017-03-03T00:00:00.000","NY Bandits","Q","AED - 1627"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1304"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1254"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1080"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 1639"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1608"
"2017-02-02T00:00:00.000","Turn 2 Us @ New York Presbyterian Hospital","M","AED - 1620"
"2017-03-04T00:00:00.000","Williamsburg Sports League","B","AED - 1891"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1617"
"2017-03-08T00:00:00.000","New York Empire Baseball","M","AED - 0920"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1288"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1298"
"2017-04-15T00:00:00.000","Youth Service League, Inc.","B","AED - 1603"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1624"
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 1084"
"2017-03-01T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 1580"
"2017-04-04T00:00:00.000","Bulldog Ball Club","M","AED - 0625"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1948"
"2017-03-01T00:00:00.000","Martin Luther School","Q","AED - 1598"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 1565"
"2017-03-01T00:00:00.000","GNYSSA","Q","AED - 1577"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 1520"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0167"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 1280"
"2017-03-01T00:00:00.000","Edge Little League","Q","AED - 0610"
"2017-03-01T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 1517"
"2017-03-01T00:00:00.000","GNYSSA","Q","AED - 1560"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 1563"
"2017-03-01T00:00:00.000","Ozone Howard ll","Q","AED - 1588"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 1645"
"2017-03-01T00:00:00.000","Jamaica Estates Holliswood Briarwood Little League","Q","AED - 1227"
"2017-04-04T00:00:00.000","Downtown Manhattan Little League","M","AED - 1623"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0558"
"2017-03-02T00:00:00.000","Hector ONeal Sport","M","AED - 1301"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 0467"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0455"
"2017-03-03T00:00:00.000","Greenwich Village Little League","M","AED - 1607"
"2017-03-27T00:00:00.000","Peter Stuyvesant Little League","M","AED - 1604"
"2017-02-02T00:00:00.000","Turn 2 Us @ New York Presbyterian Hospital","M","AED - 0899"
"2017-03-03T00:00:00.000","Greenwich Village Little League","M","AED - 0908"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0911"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0459"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0446"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0458"
"2017-03-01T00:00:00.000","College Point Little League","Q","AED - 0425"
"2017-03-01T00:00:00.000","Bayside Little League","Q","AED - 0427"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 1463"
"2017-02-28T00:00:00.000","St. Columba Youth Council","B","AED - 0453"
"2017-03-01T00:00:00.000","College Point Little League","Q","AED - 1505"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0443"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0463"
"2017-02-28T00:00:00.000","St Anselms","B","AED - 0484"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0385"
"2017-03-23T00:00:00.000","Little Neck Douglaston Little League","Q","AED - 0603"
"2017-03-31T00:00:00.000","City Island Little League","X","AED - 0793"
"2017-02-28T00:00:00.000","St. Columba Youth Council","B","AED - 0468"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0452-S"
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 0472"
"2017-03-23T00:00:00.000","w.o.r.ks Little League","Q","AED - 0574"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0460"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0401"
"2017-03-23T00:00:00.000","Bayside Little League","Q","AED - 1541"
"2017-03-27T00:00:00.000","Peter Stuyvesant Little League","M","AED - 0077"
"2017-03-23T00:00:00.000","w.o.r.ks Little League","Q","AED - 1926"
"2017-03-01T00:00:00.000","Bayside Little League","Q","AED - 0432"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0007"
"2017-04-06T00:00:00.000","Jewish Community Little League, Inc.","Q","AED - 1556"
"2017-03-27T00:00:00.000","SLAA CYO","Q","AED - 1521"
"2017-03-27T00:00:00.000","SLAA CYO","Q","AED - 1553"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0450"
"2017-03-01T00:00:00.000","CYO-St. Mel's Athletic Assoc.","Q","AED - 1508"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 0431"
"2017-03-01T00:00:00.000","College Point Little League","Q","AED - 0435"
"2017-04-15T00:00:00.000","St Athanasius Youth Program","B","AED - 0100"
"2017-03-31T00:00:00.000","Good Shepherd Sports","B","AED - 1460"
"2017-05-04T00:00:00.000","NY Bluebirds Youth Baseball","M","AED - 0071"
"2017-03-23T00:00:00.000","Little Neck Douglaston Little League","Q","AED - 1529"
"2017-02-28T00:00:00.000","BROOKLYN/QUEENS CYO (ST. STANS)","B","AED - 0451"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0411"
"2017-03-01T00:00:00.000","College Point Little League","Q","AED - 0434"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0444"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0445"
"2017-03-01T00:00:00.000","Diamond Pros","Q","AED - 0419"
"2017-03-23T00:00:00.000","Bayside Little League","Q","AED - 0593"
"2017-03-23T00:00:00.000","Little Neck Douglaston Little League","Q","AED - 1544"
"2017-03-01T00:00:00.000","Martin Luther School","Q","AED - 1083"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0417"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 0412"
"2017-03-23T00:00:00.000","Bayside Little League","Q","AED - 1547"
"2017-03-01T00:00:00.000","Bayside Little League","Q","AED - 0439"
"2017-03-01T00:00:00.000","Diamond Pros","Q","AED - 0436"
"2017-03-01T00:00:00.000","Bayside Little League","Q","AED - 0430"
"2017-04-27T00:00:00.000","Good Shepherd Sports","B","AED - 0006"
"2017-03-04T00:00:00.000","St Ephrems Baseball/Softball","B","AED - 1451"
"2017-03-23T00:00:00.000","CYO Brooklyn Diocese","B","AED - 1249"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0500"
"2017-03-23T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 1552"
"2017-03-01T00:00:00.000","College Point Little League","Q","AED - 0422"
"2017-02-28T00:00:00.000","Joe Torre East Highway Little League","B","AED - 0483"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0384"
"2017-03-23T00:00:00.000","Charter School Athletic Association","Q","AED - 1250"
"2017-03-23T00:00:00.000","OLBS CYO","Q","AED - 1222"
"2017-04-06T00:00:00.000","Jewish Community Little League, Inc.","Q","AED - 1243"
"2017-03-23T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 1535"
,"NYC PARKS",,
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 0481"
"2017-04-15T00:00:00.000","Youth Service League, Inc.","B","AED - 0010"
"2017-04-15T00:00:00.000","St Athanasius Youth Program","B","AED - 0004"
"2017-02-28T00:00:00.000","St Anselms","B","AED - 0465"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0048"
"2017-03-23T00:00:00.000","Christ the King HS","Q","AED - 0421"
"2017-03-28T00:00:00.000","CHSAA -  Regis HS","M","AED - 0078"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 1501"
"2017-03-03T00:00:00.000","NY Bandits","Q","AED - 0116"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0114"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0054"
"2017-03-29T00:00:00.000","Harlem RBI","M","AED - 1509"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0051"
"2017-03-01T00:00:00.000","Rosedale Little League Baseball Inc","Q","AED - 0416"
"2017-03-01T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 0400"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0442"
"2017-03-01T00:00:00.000","CYO-St. Mel's Athletic Assoc.","Q","AED - 0438"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0001"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0080"
"2017-03-01T00:00:00.000","CYO-St. Mel's Athletic Assoc.","Q","AED - 0420"
"2017-04-29T00:00:00.000","Interparish Sports Association, Inc","B","AED - 0118"
"2017-04-04T00:00:00.000","Bulldog Ball Club","M","AED - 0113"
"2017-03-01T00:00:00.000","CYO-St. Mel's Athletic Assoc.","Q","AED - 2128"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0112"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1497"
"2017-03-01T00:00:00.000","College Point Little League","Q","AED - 0433"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 0398"
"2017-04-20T00:00:00.000","No Kids Left Behind","B","AED - 0088"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0085"
"2017-03-02T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0461"
"2017-03-23T00:00:00.000","St Gregory The Great Athletic CYO","Q","AED - 0394"
"2017-02-28T00:00:00.000","SBBL","B","AED - 0502"
"2017-02-28T00:00:00.000","St. Patrick Baseball","B","AED - 0566"
"2017-03-04T00:00:00.000","St Ephrems Baseball/Softball","B","AED - 1433"
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 0482"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0395"
"2017-02-28T00:00:00.000","Camp Friendship","B","AED - 0840"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0457"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 1498"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0454"
"2017-03-01T00:00:00.000","Mets Sandlot Baseball League","Q","AED - 0403"
"2017-03-01T00:00:00.000","St. Pancras C.Y.O.","Q","AED - 0397"
"2017-02-28T00:00:00.000","St. Columba Youth Council","B","AED - 0526"
"2017-02-28T00:00:00.000","Gravesend Athletic Association","B","AED - 0488"
"2017-02-28T00:00:00.000","SFX Youth Sports","B","AED - 0473"
,"NYC PARKS",,
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0387"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0386"
"2017-03-01T00:00:00.000","NYC Middle School Baseball League","Q","AED - 0391"
"2017-03-01T00:00:00.000","CYO-St. Mel's Athletic Assoc.","Q","AED - 0426"
"2017-03-08T00:00:00.000","New York Empire Baseball","M","AED - 1960"
"2017-03-03T00:00:00.000","NY Bandits","Q","AED - 0106"
"2017-02-28T00:00:00.000","78th Precinct Youth Council","B","AED - 0447"
"2017-03-02T00:00:00.000","The Baseball Center NYC","M","AED - 0035"
"2017-03-27T00:00:00.000","Peter Stuyvesant Little League","M","AED - 0086"
"2017-03-15T00:00:00.000","District 11","M","AED - 0057"
"2017-06-16T00:00:00.000","NY Vipers","B","AED - 1458"
"2017-04-27T00:00:00.000","Good Shepherd Sports","B","AED - 0089"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0102"
"2017-06-01T00:00:00.000","Parade Ground League","B","AED - 0065"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0056"
"2017-03-07T00:00:00.000","Manhattan Youth Baseball","M","AED - 0058"
"2017-04-04T00:00:00.000","Downtown Manhattan Little League","M","AED - 0002"
"2017-03-03T00:00:00.000","Greenwich Village Little League","M","AED - 0072"
"2017-04-15T00:00:00.000","Youth Service League, Inc.","B","AED - 1512"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0059"
"2017-04-04T00:00:00.000","Bulldog Ball Club","M","AED - 0032"
"2017-04-04T00:00:00.000","Downtown Manhattan Little League","M","AED - 0098"
"2017-04-04T00:00:00.000","Downtown Manhattan Little League","M","AED - 0045"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0087"
"2017-06-16T00:00:00.000","Brooklyn Cougars Youth Organization","B","AED - 1455"
"2017-03-28T00:00:00.000","CHSAA -  Regis HS","M","AED - 0060"
"2017-03-27T00:00:00.000","Peter Stuyvesant Little League","M","AED - 0099"
"2017-04-04T00:00:00.000","Bulldog Ball Club","M","AED - 0005"
"2017-04-27T00:00:00.000","Good Shepherd Sports","B","AED - 0074"
"2017-04-07T00:00:00.000","East Harlem Little League","M","AED - 0119"
"2017-03-01T00:00:00.000","Queens Eagles Inc.","Q","AED - 1858-S"
"2017-03-29T00:00:00.000","Harlem RBI","M","AED - 0075"
"2017-04-10T00:00:00.000","Victor Lebron Little League","M","AED - 2062"
"2017-03-02T00:00:00.000","Downtown Manhattan Little League","M","AED - 0068"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0053"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0108"
"2017-05-04T00:00:00.000","NY Bluebirds Youth Baseball","M","AED - 0104"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0109"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0110"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0090"
"2017-04-15T00:00:00.000","Quebradillas Baseball Org Inc.","B","AED - 0103"
"2017-03-03T00:00:00.000","NY Bandits","Q","AED - 1943"
"2017-04-04T00:00:00.000","Bulldog Ball Club","M","AED - 0105"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0101"
,"NYC PARKS","Q","AED - 0111"
,"NYC PARKS",,
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0038"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0042"
,"NYC PARKS","M",
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0041"
"2017-05-10T00:00:00.000","MOVE INC","Q","AED - 0040"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0037"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0107"
"2017-03-02T00:00:00.000","Downtown Manhattan Little League","M","AED - 0031"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0034"
"2017-05-01T00:00:00.000","Our Lady of Solace Baseball","B","AED - 0039"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0033"
"2017-06-16T00:00:00.000","Brooklyn Cougars Youth Organization","B","AED - 1449"
"2017-05-10T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 0297-S"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0218"
"2017-05-04T00:00:00.000","NY Bluebirds Youth Baseball","M","AED - 0235"
"2017-03-31T00:00:00.000","Carballo Youth Baseball League","X","AED - 0252"
"2017-05-08T00:00:00.000","Far Rockaway RBI","Q","AED - 0265"
"2017-07-13T00:00:00.000","Jaybies Baseball","M","AED - 0300"
"2017-03-31T00:00:00.000","Hank Greenberg Little League","X","AED - 2059"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 0223"
"2017-03-03T00:00:00.000","Greenwich Village Little League","M","AED - 0227"
"2017-03-31T00:00:00.000","Jaws Little League","X","AED - 0304"
"2017-05-03T00:00:00.000","NY Giants Youth Baseball Club","M","AED - 0295"
"2017-06-20T00:00:00.000","Big Apple Day Program","M","AED - 0262"
"2017-05-03T00:00:00.000","NY Giants Youth Baseball Club","M","AED-0228"
"2017-03-31T00:00:00.000","JUAN MARICHAL LITTLE LEAGUE","X","AED - 0303"
"2017-03-31T00:00:00.000","Carballo Youth Baseball League","X","AED - 0274"
"2017-05-14T00:00:00.000","Bayside Little League","Q","AED - 0259"
"2017-03-03T00:00:00.000","Yorkville Youth Athletic Association Inc.","M","AED - 0225"
"2017-03-31T00:00:00.000","International Baseball Little League","X","AED - 0298"
"2017-04-15T00:00:00.000","St Athanasius Youth Program","B","AED - 0236"
"2017-03-30T00:00:00.000","Harlem Little League","M","AED - 0254"
"2017-06-12T00:00:00.000","Kings County Baseball","X","AED - 0270"
"2017-05-03T00:00:00.000","NY Giants Youth Baseball Club","M","AED - 0296"
"2017-05-14T00:00:00.000","Bayside Little League","Q","AED - 2063"
"2017-08-15T00:00:00.000","PPBA/Holy Name Father's Guild","B","AED - 0264"
"2017-03-30T00:00:00.000","Harlem Little League","M","AED - 0291"
"2017-05-10T00:00:00.000","Dwarf Giraffe Athletic League","Q","AED - 0255"
"2017-04-29T00:00:00.000","Interparish Sports Association, Inc","B","AED - 1518"
"2017-06-01T00:00:00.000","Parade Ground League","B","AED - 0279"
"2017-03-02T00:00:00.000","West Side Little League","M","AED - 1966"
"2017-03-31T00:00:00.000","Carballo Youth Baseball League","X","AED - 0251"
