"site_id","planned_kiosk_type","installation_status_","ppt_id","legacy_id","borough","council_district","cb","final_submission_a_","gf_permit_appl_id","gf_doitt_submitted_to_cb_a","gf_cb_comment_period_ends_a","street_address","cross_street_1","cross_street_2","ixn_code","postcode","zoningnumb","longitude","latitude","greenfield_in_bid_location","bid","historic_district","historic_district_name","neighborhood_tabulation_area_nta","bin","bbl","census_tract","location_1"
"BK-09-154238","LINK1.0","Installed",,,"Brooklyn","35","309","2021-08-31T00:00:00.000","90002","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","468 ALBANY AVENUE","EMPIRE BOULEVARD","MONTGOMERY STREET","W","11213","C1-3","-73.939992","40.6640729","No",,"0",,"Crown Heights South","3034693","3013120053","331","(40.6640729, -73.939992)"
"BX-07-GF22649","LINK5G_Ad","Planning",,,"Bronx","11","207","2021-12-21T00:00:00.000",,,,"3005 WEBSTER AVENUE","E 201ST STREET","MOSHOLU PARKWAY SOUTH","NW","10458","C2-4","-73.881807","40.8685043","No",,"0",,"Bedford Park-Fordham North",,"2032810077","BX-415","(40.8685043, -73.881807)"
"MN-12-120807","LINK5G_Ad","Live","120807","LINK-010954","Manhattan","10","112","2022-01-28T00:00:00.000",,,,"74 NAGLE AVENUE","ELLWOOD STREET","SICKLES STREET","N","10040","R7-2","-73.9283369","40.8603681","No",,"0",,"Washington Heights North","1064126","1021710028","1028300","(40.8603681, -73.9283369)"
"MN-03-123346","LINK5G_Ad","Live","123346","9129","Manhattan","1","103","2022-04-01T00:00:00.000",,,,"400 GRAND STREET","GRAND STREET","BROOME STREET","W","10002","C2-5","-73.9866338","40.716166","Yes","Lower East Side BID","0",,"Lower East Side","1089660","1003467501","MH-14.02","(40.716166, -73.9866338)"
"BK-04-142023","LINK1.0","Ready for Activation","142023","44025","Brooklyn","34","304","2022-01-28T00:00:00.000",,,,"1369 BROADWAY","BROADWAY","WOODBINE STREET","N","11221","C4-3","-73.9211884","40.6892704","No",,"0",,"Bushwick South","3076023","3033210001","3039700","(40.6892704, -73.9211884)"
"BK-02-126840","LINK5G_Ad","Live","126840","14136","Brooklyn","33","302","2022-03-08T00:00:00.000",,,,"65 COURT STREET","COURT STREET","BOERUM PLACE","N","11201","C5-2A","-73.9911888","40.69158","Yes","Court-Livingston-Schermerhorn","0",,"Brooklyn Heights-Cobble Hill","3002557","3002660020","3000900","(40.69158, -73.9911888)"
"BK-16-158755","LINK5G_Ad","Live","158755",,"Brooklyn","41","316","2021-08-31T00:00:00.000","90050","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","1525 PITKIN AVENUE","PITKIN AVENUE","SUTTER AVENUE","E","11212","C1-3","-73.9172669","40.6689013","Yes","Pitkin Avenue BID","0",,"Brownsville","3080899","3035120050","900","(40.6689013, -73.9172669)"
"QU-12-GF44713","LINK5G_Ad","Ready for Installation",,,"Queens","27","412","2021-10-08T00:00:00.000","90061","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","177-01 LIBERTY AVENUE","LIBERTY AVENUE","93RD AVENUE","East","11433","M1-1","-73.7826579","40.7056958","No",,"0",,"Jamaica","4220099","4103290007","QU-444","(40.7056958, -73.7826579)"
"BX-09-GF22754","LINK5G_Ad","Planning",,,"Bronx","18","209","2022-08-09T00:00:00.000","90374","2022-10-17T00:00:00.000",,"1470 PARKCHESTER ROAD","PARKCHESTER ROAD","YANKEE MALL","W","10462","C4-2","-73.859613","40.8364393","No",,"0",,"Parkchester","2096680","2039377501","bx-212","(40.8364393, -73.859613)"
"BK-09-157487","LINK5G_Ad","Live",,,"Brooklyn","35","309","2021-08-31T00:00:00.000","90026","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","157 EMPIRE BOULEVARD","BEDFORD AVENUE","RODGERS AVENUE","N","11225","C8-2","-73.9570101","40.663619","No",,"0",,"Crown Heights South","3034461","3013070001","323","(40.663619, -73.9570101)"
"QU-12-123720","LINK5G_Ad","Live","123720","LINK-011640","Queens","23","412","2021-10-08T00:00:00.000",,,,"204-01 JAMAICA AVENUE","204th Street","205th Street","N","11423","C2-2","-73.7559382","40.7136082","No",,"0",,"Hollis","4222747","4104770002","4048400","(40.7136082, -73.7559382)"
"QU-12-124511","LINK5G_Ad","Live","124511","SC90575","Queens","28","412","2021-10-08T00:00:00.000",,,,"108-44 SUTPHIN BOULEVARD","Sutphin Boulevard","Liverpool Street","N","11433","C2-4","-73.7985019","40.691834","No",,"0",,"South Jamaica","4215845","4101310002","4025400","(40.691834, -73.7985019)"
"QU-03-GF44729","LINK5G_Ad","Ready for Installation",,"LINK-020890","Queens","25","403","2022-03-08T00:00:00.000","90199","2022-05-13T00:00:00.000",,"81-20 NORTHERN BOULEVARD","82nd Street","81st Street","S","11372","C1-2","-73.8855911","40.7554275","No",,"0",,"Jackson Heights",,"4012540006",,"(40.7554275, -73.8855911)"
"QU-12-157796","LINK1.0","Installed",,,"Queens","27","412","2021-10-08T00:00:00.000","90103","2021-11-22T00:00:00.000","2022-01-24T00:00:00.000","185-07 MERRICK BOULEVARD","MONTAUK STREET","PINEVILLE LANE","N","11422","C8-1","-73.7570369","40.6797471","No",,"0",,"St. Albans",,"4127110015","QN-352","(40.6797471, -73.7570369)"
"BX-02-106058","LINK5G_Ad","Live","106058","LINK-012171","Bronx","17","202","2021-11-30T00:00:00.000",,,,"700 FAILE STREET","SPOFFORD AVENUE","FAILE STREET","W","10474","R6","-73.886191","40.8147397","No",,"0",,"Hunts Point","2006511","2027630106","2009300","(40.8147397, -73.886191)"
"QU-06-144552","LINK5G_Ad","Installed","144552","SC90558","Queens","29","406","2022-03-08T00:00:00.000",,,,"96-70 QUEENS BOULEVARD","64th Road","63rd Drive","S","11374","C4-2","-73.8605662","40.7292088","No",,"0",,"Rego Park","4072130","4030820071","QN-693","(40.7292088, -73.8605662)"
"QU-12-GF44696","LINK1.0","Planning",,,"Queens","27","412","2022-09-23T00:00:00.000","90433","2022-11-17T00:00:00.000",,"166-14 HILLSIDE AVENUE","167 STREET","MERRICK BOULEVARD","South","11432","C2-4","-73.7957275","40.7096112","No",,"0",,"Jamaica","4210082","4098180062","QU-460","(40.7096112, -73.7957275)"
"MN-03-158821","LINK5G_Ad","Live",,,"Manhattan","1","103","2022-04-01T00:00:00.000","90212","2022-05-13T00:00:00.000",,"36 RIVINGTON STREET","RIVINGTON STREET","STANTON STREET","E","10002","C4-4A","-73.9913664","40.7211101",,,"0",,,,,,"(40.7211101, -73.9913664)"
"QU-13-GF44803","LINK5G_NonAd","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90241","2022-11-16T00:00:00.000",,"83-59 263 STREET","263rd ST","264th ST","N","11004","R3-2","-73.7053516","40.738072","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4179487","4087750040","qu-1579.01","(40.738072, -73.7053516)"
"SI-01-125517","LINK5G_Ad","PreCx","125517","LINK-001813","Staten Island","49","501","2022-09-23T00:00:00.000","78538","2022-10-17T00:00:00.000",,"111 CANAL STREET","CANAL STREET","WATER STREET","E","10304","C4-2","-74.0779427","40.6266208","No",,"0",,"Stapleton-Rosebank","5013675","5005230002","5002100","(40.6266208, -74.0779427)"
"BK-05-GF34890","LINK5G_NonAd","PreCx",,,"Brooklyn","42","305","2022-08-09T00:00:00.000","90402","2023-01-04T00:00:00.000",,"408 DE WITT AVENUE","Louisiana Ave","Williams Ave","S","11207","M1-1","-73.8947434","40.6565792","No",,"0",,"East New York","3097623","3043400010","bk-1098","(40.6565792, -73.8947434)"
"MN-12-120719","LINK1.0","Ready for Activation","120719","SC90248","Manhattan","10","112","2022-01-28T00:00:00.000",,,,"189 SHERMAN AVENUE","WEST 204 STREET","WEST 207 STREET","S","10034","C1-4","-73.9216654","40.865079","No",,"0",,"Marble Hill-Inwood","1064769","1022210017","1029100","(40.865079, -73.9216654)"
"QU-12-153314","LINK5G_Ad","Installed",,,"Queens","27","412","2021-10-08T00:00:00.000","90081","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","122-01 GUY R BREWER BLVD","GUY R. BREWER BOULEVARD","BAISLEY BOULEVARD","S","11434","C1-3","-73.7798678","40.679278","No",,"0",,"Baisley Park",,"4123800021","QN-284","(40.679278, -73.7798678)"
"MN-03-137425","LINK5G_Ad","PreCx","137425","1355","Manhattan","1","103","2022-09-23T00:00:00.000","90309","2023-01-04T00:00:00.000",,"90 EAST BROADWAY","EAST BROADWAY","DIVISION STREET","E","10002","C6-1G","-73.9938585","40.7139165","Yes","Chinatown","0",,"Chinatown","1003542","1002820032","1000800","(40.7139165, -73.9938585)"
"BK-04-GF33287","LINK5G_Ad","Planning","GF33287","LINK-021223","Brooklyn","34","304","2022-09-23T00:00:00.000","90012","2023-01-04T00:00:00.000",,"238 KNICKERBOCKER AVENUE","STARR STREET","TROUTMAN STREET","South","11237","C1-3","-73.9255536","40.7028359","No",,"0",,"Bushwick North","3072541","3031860036","427","(40.7028359, -73.9255536)"
"BK-07-GF34913","LINK5G_Ad","Planning",,,"Brooklyn","38","307","2022-08-09T00:00:00.000","90234","2023-01-04T00:00:00.000",,"111 58TH STREET","PIER","58TH STREET","E","11220","M2-1","-74.025701","40.646536","No",,"0",,"Sunset Park West","3397272","3008270020","bk-18","(40.646536, -74.025701)"
"QU-02-GF44780","LINK5G_Ad","Planning",,,"Queens","26","402","2022-08-09T00:00:00.000","90411","2023-01-04T00:00:00.000",,"52-37 2 STREET","54th Ave","Borden Ave","W","11101","R10 / C2-5","-73.9593664","40.7409766","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4442931","4000130175","qu-1","(40.7409766, -73.9593664)"
"QU-01-GF44796","LINK5G_Ad","Planning",,,"Queens","26","401","2022-08-09T00:00:00.000","90343","2023-01-04T00:00:00.000",,"41-04 10TH STREET","41st Ave","41st Rd","West","11101","R6 / C1-3","-73.9442021","40.7546968","No",,"0",,"Queensbridge-Ravenswood-Long Island City","4595566","3004650100","qu-25","(40.7546968, -73.9442021)"
"BK-04-109192","LINK5G_Ad","PreCx","109192","74059","Brooklyn","34","304","2022-01-28T00:00:00.000","68541",,,"1037 BROADWAY","BROADWAY","BUSHWICK AVENUE","W","11221","C2-3","-73.9321458","40.6953212","No",,"0",,"Bushwick South","3073073","3032140047","3039300","(40.6953212, -73.9321458)"
"QU-12-158710","LINK5G_Ad","Live","158710",,"Queens","31","412","2021-10-08T00:00:00.000","90075","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","138-02 FARMERS BOULEVARD","138TH AVENUE","139TH ROAD","W","11434","C1-3","-73.7641959","40.6726629","No",,"0",,"Springfield Gardens North",,"4125820031","QN-334.02","(40.6726629, -73.7641959)"
"QU-13-GF44808","LINK5G_Ad","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90232","2022-11-16T00:00:00.000",,"264-21 UNION TURNPIKE","265th ST","264th ST","W","11004","R2A / C1-2","-73.7081449","40.7491694","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4174076","4085400062","qu-1551.02","(40.7491694, -73.7081449)"
"QU-03-GF44817","LINK5G_NonAd","Planning",,,"Queens","22","403","2022-08-09T00:00:00.000","90349","2023-01-04T00:00:00.000",,"77-19 25 AVENUE","25TH AVENUE","24TH AVENUE","West","11370","R4","-73.8905247","40.7627807","No",,"0",,"Jackson Heights","4022778","4010410034","qu-309.04","(40.7627807, -73.8905247)"
"SI-01-155189","LINK5G_Ad","Live",,,"Staten Island","49","501","2021-11-30T00:00:00.000","90133","2022-02-11T00:00:00.000",,"1465 FOREST AVENUE","LIVERMORE AVENUE","MARIANNE STREET","N","10302","C4-1","-74.1373888","40.624318","No",,"0",,"Port Richmond",,"5010530124","SI-247","(40.624318, -74.1373888)"
"BX-05-GF22642","LINK5G_Ad","PreCx",,,"Bronx","15","205","2022-11-17T00:00:00.000","90447","2023-01-04T00:00:00.000",,"2255 WEBSTER AVENUE","E 183RD STREET","FORD STREET","W","10458","C1-4","-73.8957863","40.8561301","No",,"0",,"Fordham South",,"2030240080","BX-383.02","(40.8561301, -73.8957863)"
"QU-12-123887","LINK5G_Ad","Live","123887","LINK-013078","Queens","27","412","2021-10-08T00:00:00.000",,,,"188-01 LINDEN BOULEVARD","Linden Boulevard","Dunkirk Drive","E","11412","C1-3","-73.7640145","40.6920499","No",,"0",,"St. Albans","4221047","4103810054","4039800","(40.6920499, -73.7640145)"
"QU-12-123993","LINK5G_Ad","PreCx","123993","LINK-013624","Queens","27","412","2021-10-08T00:00:00.000",,,,"205-27 HOLLIS AVENUE","Hollis Avenue","109th Avenue","E","11429","C2-3","-73.7521154","40.707263","No",,"0",,"Queens Village","4234385","4109470024","4051200","(40.707263, -73.7521154)"
"BK-01-GF34897","LINK5G_NonAd","Planning",,,"Brooklyn","33","301","2022-08-09T00:00:00.000","90218","2023-01-04T00:00:00.000",,"22 NORTH 6 STREET","NORTH 6TH STREET","DEAD END","West","11249","R8 / C2-4","-73.9633508","40.7203971","No",,"0",,"North Side-South Side","3397446","3023247502","bk-555","(40.7203971, -73.9633508)"
"QU-12-GF44832","LINK5G_NonAd","Ready for Cx",,,"Queens","28","412","2022-08-09T00:00:00.000","90356",,,"127-4 157TH STREET","128TH STREET","129TH STREET","W","11434","R3X","-73.7825798","40.6751452","No",,"0",,"Springfield Gardens North","4265978","4122610001","qu-294","(40.6751452, -73.7825798)"
"BX-11-GF22755","LINK5G_NonAd","Planning",,,"Bronx","15","211",,"90375","2022-10-17T00:00:00.000",,"600 ADEE AVENUE","WHITE PLAINS ROAD","BRONX PARK EAST","S","10467","R7-1","-73.8703057","40.8696016","No",,"0",,"Bronxdale","2101746","2045420100","bx-336","(40.8696016, -73.8703057)"
"MN-03-122367","LINK5G_Ad","PreCx","122367","9111","Manhattan","1","103","2022-09-23T00:00:00.000","90307","2023-01-04T00:00:00.000",,"99 CANAL STREET","FORSYTH STREET","ELDRIDGE STREET","N","10002","C6-1G","-73.9939566","40.715595","Yes","Chinatown","0",,"Chinatown","1003761","1003010001","MH-16","(40.715595, -73.9939566)"
"QU-12-154934","LINK5G_Ad","Live",,,"Queens","28","412","2021-10-08T00:00:00.000","90078","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","129-01 GUY R BREWER BOULEVARD","129TH AVENUE","130 AVENUE","E","11434","C2-2","-73.7784359","40.6772288","No",,"0",,"Springfield Gardens North",,"4124950002","QN-334.02","(40.6772288, -73.7784359)"
"BK-16-GF34727","LINK5G_NonAd","PreCx",,,"Brooklyn","41","316","2022-10-28T00:00:00.000","90435","2023-01-04T00:00:00.000",,"656 HOWARD AVENUE","SUTTER AVENUE","EAST NEW YORK AVENUE","West","11212","C1-3","-73.9196083","40.6658969","No",,"0",,"Brownsville","3080885","3035110072","BK-900","(40.6658969, -73.9196083)"
"QU-02-GF44785","LINK5G_NonAd","PreCx",,,"Queens","26","402","2022-08-09T00:00:00.000","90416","2023-01-04T00:00:00.000",,"5-09 48 AVENUE","5th St","Vermon Blvd","North","11101","M1-4/R7A","-73.9558088","40.7445751","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4536962","4000307501","qu-7","(40.7445751, -73.9558088)"
"BX-02-GF22681","LINK1.0","Planning",,,"Bronx","17","202","2021-11-30T00:00:00.000",,,,"1140 LONGWOOD AVENUE","LONGWOOD AVENUE","WORTHEN STREET","East","10474","M1-2","-73.8931506","40.8142631","No",,"0",,"Hunts Point","2117576","2027360266","BX-93","(40.8142631, -73.8931506)"
"QU-12-GF44622","LINK5G_Ad","PreCx",,,"Queens","28","412","2022-11-17T00:00:00.000","90454","2023-01-04T00:00:00.000",,"109-37 SUTPHIN BOULEVARD","GLASSBORO AVENUE","109TH DR","E","11433","C2-3","-73.7972679","40.6906653","No",,"0",,"South Jamaica",,"4121410003","QN-260","(40.6906653, -73.7972679)"
"MN-02-GF0918","LINK5G_Ad","PreCx",,,"Manhattan","3","102","2022-08-09T00:00:00.000","90257","2022-10-18T00:00:00.000",,"100 HORATIO STREET","WASHINGTON STREET","WEST STREET","S","10014","C6-2A","-74.0082803","40.7387246","No",,"0",,"West Village","1085734","1006427502","mn-79","(40.7387246, -74.0082803)"
"BK-06-GF34905","LINK5G_NonAd","PreCx",,,"Brooklyn","38","306","2022-08-09T00:00:00.000","90318","2023-01-04T00:00:00.000",,"20 BEARD STREET","OTSEGO STREET","DWIGHT STREET","W","11231","M1-1","-74.0120061","40.6727272","No",,"0",,"Carroll Gardens-Columbia Street-Red Hook","3331177","3006060005","bk-53","(40.6727272, -74.0120061)"
"BK-03-127013","LINK5G_Ad","PreCx","127013","LINK-013207","Brooklyn","36","303","2022-09-23T00:00:00.000","78386","2023-01-04T00:00:00.000",,"405 GATES AVENUE","GATES AVENUE","QUINCY STREET","West","11216","C2-4","-73.9508445","40.6863216","No",,"0",,"Bedford","3338677","3018070056","BK-251","(40.6863216, -73.9508445)"
"MN-09-152858","LINK5G_Ad","Installed",,,"Manhattan","7","109","2022-08-09T00:00:00.000","90247","2022-10-17T00:00:00.000",,"1181 AMSTERDAM AVENUE","W 118th St","W 119th St","East","10027","R8 / C1-4","-73.9599298","40.808182","No",,"0",,"Morningside Heights","1059499","1019620001","mn-207.01","(40.808182, -73.9599298)"
"QU-02-GF44790","LINK5G_NonAd","PreCx",,,"Queens","26","402","2022-08-09T00:00:00.000","90421","2023-01-04T00:00:00.000",,"4-40 44TH DRIVE","44th Dr","45th Ave","W","11101","M1-4","-73.954448","40.7492946","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4000028","4000250015","qu-1","(40.7492946, -73.954448)"
"BK-16-132774","LINK5G_Ad","Installed","132774","LINK-025015","Brooklyn","41","316","2022-08-09T00:00:00.000","27064","2022-10-17T00:00:00.000",,"702 ROCKAWAY AVENUE","LIVONIA AVENUE","DUMONT AVENUE","W","11212","C2-3","-73.9090579","40.6628094","No",,"0",,"Brownsville","3326506","31552860001","3092400","(40.6628094, -73.9090579)"
"BK-14-GF34843","LINK5G_Ad","Ready for Installation",,,"Brooklyn","4","314","2022-05-13T00:00:00.000",,,,"1490 FLATBUSH AVENUE","GLENWOOD ROAD","EAST 29TH STREET","West","11210","C2-4","-73.94942","40.634333",,"Flatbush-Nostrand Junction?BID","0",,"Flatbush",,,,"(40.634333, -73.94942)"
"MN-12-GF0880","LINK5G_NonAd","PreCx",,,"Manhattan","10","112","2022-08-09T00:00:00.000",,"2022-10-18T00:00:00.000",,"100 OVERLOOK TERRACE","WEST 190 STREET","WEST 187 STREET","E","10040","R7-2","-73.9347509","40.8567832","No",,"0",,"Washington Heights North","1064452","1021800450","MH-281","(40.8567832, -73.9347509)"
"QU-12-GF44585","LINK5G_Ad","PreCx",,,"Queens","27","412","2022-11-17T00:00:00.000","90449","2023-01-04T00:00:00.000",,"170-08 JAMAICA AVENUE","JAMAICA AVE","92ND ROAD","E","11432","C2-4","-73.7894493","40.707074","No",,"0",,"Jamaica",,"4098040001","462","(40.707074, -73.7894493)"
"BX-02-155725","LINK5G_Ad","Live","155725",,"Bronx","8","202","2021-11-30T00:00:00.000","90101","2022-02-11T00:00:00.000",,"751 BRUCKNER BOULEVARD","SOUTHERN BLVD","BRUCKNER BLVD","W","10455","C8-3","-73.89693","40.8145769","No",,"0",,"Longwood",,"2027290090","BX-85","(40.8145769, -73.89693)"
"BX-07-119724","LINK5G_Ad","Live","119724","LINK-014674","Bronx","11","207","2021-12-21T00:00:00.000",,,,"3177 WEBSTER AVENUE","E 205TH STREET","PARKSIDE PLACE","W","10467","C2-4","-73.875333","40.8727297","No",,"0",,"Norwood","2017877","2033540047","2042500","(40.8727297, -73.875333)"
"QU-12-128738","LINK5G_Ad","Live","128738","35090","Queens","24","412","2021-10-08T00:00:00.000",,,,"147-14 HILLSIDE AVENUE","Sutphin Blvd","148 ST","S","11435","C4-4A","-73.809058","40.7058192","No",,"0",,"Jamaica","4207080","4096920060","4023800","(40.7058192, -73.809058)"
"QU-10-GF44810","LINK5G_NonAd","PreCx",,,"Queens","28","410","2022-08-09T00:00:00.000","90223","2022-11-16T00:00:00.000",,"119-44 130 STREET","130th ST","129th St","N","11420","R3-2","-73.8085339","40.6735276","No",,"0",,"South Ozone Park","4254847","4117510029","qu-818","(40.6735276, -73.8085339)"
"SI-01-150744","LINK5G_Ad","Live",,,"Staten Island","50","501","2021-11-30T00:00:00.000","90148","2022-02-11T00:00:00.000",,"1970 VICTORY BOULEVARD","VICTORY BOULEVARD","PURDY AVENUE","E","10314","C1-1","-74.1301262","40.612231","No",,"0",,"Westerleigh","5018255","5007220001","SI-187","(40.612231, -74.1301262)"
"BX-09-GF22759","LINK5G_NonAd","Planning",,,"Bronx","18","209","2022-08-09T00:00:00.000","90267","2022-10-17T00:00:00.000",,"CLASON POINT PARK","Bronx River Ave","Dead End","E","10473","PARK","-73.8484474","40.80566","No",,"0",,"Soundview-Castle Hill-Clason Point-Harding Park","2019926","2034780002","bx-4","(40.80566, -73.8484474)"
"BX-02-123176","LINK5G_Ad","Installed","123176","LINK-014454","Bronx","17","202","2021-11-30T00:00:00.000",,,,"945 ALDUS STREET","ALDUS STREET","WESTCHESTER AVENUE","E","10459","C4-4","-73.8916939","40.8232189","Yes","Southern Boulevard","0",,"Hunts Point","2006021","2027430019","2011900","(40.8232189, -73.8916939)"
"QU-14-123892","LINK5G_Ad","PreCx","123892","SC90609","Queens","31","414","2021-10-08T00:00:00.000",,,,"18-27 CORNAGA AVENUE","Morse Court","Mott Avenue","S","11691","C2-2","-73.7506972","40.6023199","No",,"0",,"Far Rockaway-Bayswater","4442312","4155630025","4101001","(40.6023199, -73.7506972)"
"QU-06-156982","LINK1.0","Installed",,"LINK-018216","Queens","29","406","2022-03-08T00:00:00.000","90202","2022-05-13T00:00:00.000",,"92-24 QUEENS BOULEVARD","Eliot Avenue","62nd Avenue","S","11374","C1-2","-73.8681978","40.7323913","No",,"0",,"Rego Park",,"4030750006",,"(40.7323913, -73.8681978)"
"QU-07-GF44799","LINK5G_Ad","PreCx",,,"Queens","19","407","2022-08-09T00:00:00.000","90346","2022-11-16T00:00:00.000",,"125-12 31 AVENUE","31ST AVENUE","DEAD END","East","11354","M2-1","-73.8439162","40.7693384","No",,"0",,"College Point","4570123","4043810001","qu-907","(40.7693384, -73.8439162)"
"QU-12-118473","LINK5G_Ad","Live","118473","85098","Queens","27","412","2021-10-08T00:00:00.000",,,,"109-14 MERRICK BOULEVARD","Merrick Boulevard","169th Place","S","11433","C2-4","-73.7842625","40.6968902","No",,"0",,"South Jamaica","4216878","4101890008","4025800","(40.6968902, -73.7842625)"
"BX-05-153077","LINK5G_Ad","Live","153077",,"Bronx","15","205","2022-02-23T00:00:00.000","90109","2022-02-11T00:00:00.000",,"2110 GRAND CONCOURSE","GRAND CONCOURSE","ANTHONY AVENUE","S","10457","C1-4","-73.9015385","40.8544689","No",,"0",,"Mount Hope",,"2031560108","BX-235.02","(40.8544689, -73.9015385)"
