"link_site_id","planned_kiosk_type","link_installation_status","smallest_ppt","cb_link_id","boro","council_district","community_board","street_address","cross_street_1","cross_street_2","ixn_corner","postcode","zoning","latitude","longitude","link_installation","link_smoke_tested_and_activated_a","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","location"
"mn-07-107832","LINK1.0","Live","107832","mn-07-107832","Manhattan","6","107","462 COLUMBUS AVENUE","WEST 82 STREET","WEST 83 STREET","NW","10024","C1-8A","40.784096420000000","-73.974049440000000","2018-02-14T00:00:00.000","2018-04-20T00:00:00.000","Upper West Side","1032070","1012130030","1016900","(40.78409642, -73.97404944)"
"mn-03-115304","LINK1.0","Live","115304","mn-03-115304","Manhattan","2","103","19 1 AVENUE","EAST 1 STREET","EAST 2 STREET","NW","10003","C2-5","40.723579930000000","-73.988390100000000","2017-04-02T00:00:00.000","2017-06-19T00:00:00.000","East Village","1006096","1004430036","1003602","(40.72357993, -73.9883901)"
"mn-05-107760","LINK1.0","Live","107760","mn-05-107760","Manhattan","4","105","3 WEST 31 STREET","5 AVENUE","BROADWAY","NW","10001","C5-2","40.746708870000000","-73.986207110000000","2017-07-29T00:00:00.000","2017-08-30T00:00:00.000","Midtown-Midtown South","1015816","1008330038","1007600","(40.74670887, -73.98620711)"
"qu-06-124204","LINK1.0","Live","124204","qu-06-124204","Queens","29","406","101-10 QUEENS BOULEVARD","67 ROAD","102 STREET","SE","11375","C1-2","40.726241270000000","-73.852518640000000","2016-11-05T00:00:00.000","2017-08-09T00:00:00.000","Forest Hills","4075147","4031710028","4071305","(40.72624127, -73.85251864)"
"mn-06-121677","LINK1.0","Live","121677","mn-06-121677","Manhattan","4","106","944 1 AVENUE","EAST 52 STREET","EAST 51 STREET","SE","10022","C1-5","40.754990650000000","-73.965189560000000","2018-01-24T00:00:00.000","2018-05-09T00:00:00.000","Turtle Bay-East Midtown","1081200","1013630047","1008603","(40.75499065, -73.96518956)"
"mn-10-142855","LINK1.0","Live","142855","mn-10-142855","Manhattan","9","110","2480 FREDERICK DOUGLASS BOULEVARD","WEST 133 STREET","WEST 132 STREET","SE","10027","C1-4","40.814863490000000","-73.947876700000000","2016-09-17T00:00:00.000","2016-10-25T00:00:00.000","Central Harlem North-Polo Grounds","1084049","1019380001","1021500","(40.81486349, -73.9478767)"
"mn-08-121697","LINK1.0","Live","121697","mn-08-121697","Manhattan","5","108","400 EAST 63 STREET","1 AVENUE","YORK AVENUE","SE","10065","C1-9","40.761993240000000","-73.959998220000000","2017-12-08T00:00:00.000","2020-12-08T00:00:00.000","Lenox Hill-Roosevelt Island","1045317","1014570045","1010602","(40.76199324, -73.95999822)"
"bk-03-145815","LINK1.0","Live","145815","LINK-018109","Brooklyn","36","303","1373 FULTON STREET","MARCY AVENUE","BROOKLYN AVENUE","NE","11216","C2-4","40.680272660000000","-73.946154930000000","2017-03-24T00:00:00.000","2017-07-28T00:00:00.000","Bedford","3332255","3018540001","3026900","(40.68027266, -73.94615493)"
"si-02-145825","LINK1.0","Live","145825","LINK-018409","Staten Island","50","502","1755 RICHMOND ROAD","SEAVER AVENUE","DONGAN HILLS AVENUE","NW","10304","C1-2","40.587385230000000","-74.103708220000000","2017-04-10T00:00:00.000","2017-05-25T00:00:00.000","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","5022931","5008870028","5018100","(40.58738523, -74.10370822)"
"mn-04-122620","LINK1.0","Live","122620","mn-04-122620","Manhattan","3","104","891 8 AVENUE","WEST 53 STREET","WEST 54 STREET","NW","10019","C6-4","40.764338000000000","-73.984767000000000","2016-04-16T00:00:00.000","2016-04-27T00:00:00.000","Clinton","1025400","1010447501","1013300","(40.764338, -73.984767)"
"mn-04-135855","LINK1.0","Live","135855","mn-04-135855","Manhattan","3","104","77 7 AVENUE","WEST 15 STREET","WEST 14 STREET","NW","10011","C6-3A","40.739106550000000","-73.999150270000000","2017-09-16T00:00:00.000","2018-02-07T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1014515","1007900001","1008100","(40.73910655, -73.99915027)"
"mn-07-133679","LINK1.0","Live","133679","mn-07-133679","Manhattan","6","107","638 COLUMBUS AVENUE","WEST 91 STREET","WEST 90 STREET","SW","10024","C1-9","40.789621780000000","-73.970023790000000","2018-04-30T00:00:00.000","2020-10-02T00:00:00.000","Upper West Side","1083226","1012210029","1017700","(40.78962178, -73.97002379)"
"qu-04-124921","LINK1.0","Live","124921","qu-04-124921","Queens","25","404","89-02 QUEENS BOULEVARD","56 AVENUE","HOFFMAN DRIVE","SE","11373","C1-3","40.734545160000000","-73.874704580000000","2016-11-05T00:00:00.000","2016-12-29T00:00:00.000","Elmhurst","4064743","4028550012","4047500","(40.73454516, -73.87470458)"
"bk-08-145831","LINK1.0","Live","145831","LINK-019366","Brooklyn","36","308","575 NOSTRAND AVENUE","PACIFIC STREET","DEAN STREET","SE","11216","C2-4","40.677504000000000","-73.949697030000000","2017-03-24T00:00:00.000","2017-05-08T00:00:00.000","Crown Heights North","3030039","3012070005","3031500","(40.677504, -73.94969703)"
"bk-16-126638","LINK1.0","Live","126638","bk-03-126638","Brooklyn","37","316","2208 FULTON STREET","EASTERN PARKWAY","ROCKAWAY AVENUE","SW","11233","C2-3","40.678079000000000","-73.908374000000000","2016-12-22T00:00:00.000","2017-01-17T00:00:00.000","Ocean Hill","3042262","3015520041","3036900","(40.678079, -73.908374)"
"mn-06-133664","LINK1.0","Live","133664","mn-06-133664","Manhattan","2","106","221 LEXINGTON AVENUE","EAST 33 STREET","EAST 34 STREET","NE","10016","C1-9","40.745823810000000","-73.980035070000000","2018-04-07T00:00:00.000","2018-05-31T00:00:00.000","Murray Hill-Kips Bay","1018494","1008890022","1007200","(40.74582381, -73.98003507)"
"mn-09-137848","LINK1.0","Live","137848","mn-09-137848","Manhattan","7","109","2943 BROADWAY","WEST 115 STREET","WEST 116 STREET","NW","10025","C1-4","40.807508000000000","-73.964488000000000","2016-08-13T00:00:00.000","2016-09-06T00:00:00.000","Morningside Heights","1057379","1018960065","1020500","(40.807508, -73.964488)"
"qu-12-158794","LINK1.0","Live","158794",,"Queens","27","412","190-50 99 AVENUE","99TH AVENUE","100TH AVENUE","SW","11423","C2-3","40.7099171","-73.7662011","2022-09-22T00:00:00.000","2022-12-02T00:00:00.000","Hollis",,"4108390033","502.01","(40.7099171, -73.7662011)"
"mn-08-136989","LINK1.0","Live","136989","mn-08-136989","Manhattan","4","108","1030 3 AVENUE","EAST 61 STREET","EAST 62 STREET","NW","10065","C1-9","40.763037000000000","-73.965653000000000","2016-02-27T00:00:00.000","2016-03-29T00:00:00.000","Upper East Side-Carnegie Hill","1041986","1013960033","1011402","(40.763037, -73.965653)"
"qu-02-125015","LINK1.0","Live","125015","qu-02-125015","Queens","26","402","46-45 VERNON BOULEVARD","VERNON BOULEVARD","11 STREET","NE","11101","C1-5","40.745496410000000","-73.952966260000000","2018-04-28T00:00:00.000","2018-06-28T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4311868","4000470001","4000700","(40.74549641, -73.95296626)"
"mn-11-120225","LINK1.0","Live","120225","mn-11-120225","Manhattan","8","111","1896 3 AVENUE","EAST 105 STREET","EAST 104 STREET","SW","10029","C1-5","40.790862000000000","-73.945348000000000","2016-05-21T00:00:00.000","2016-06-15T00:00:00.000","East Harlem South","1051969","1016320040","1016600","(40.790862, -73.945348)"
"mn-06-121529","LINK1.0","Live","121529","mn-06-121529","Manhattan","4","106","155 EAST 40 STREET","3 AVENUE","LEXINGTON AVENUE","NW","10017","C5-3","40.749604930000000","-73.975533800000000","2016-11-13T00:00:00.000","2016-12-05T00:00:00.000","Murray Hill-Kips Bay","1036148","1012950033","1008000","(40.74960493, -73.9755338)"
"mn-08-121133","LINK1.0","Removed Pending Reinstall","121133","mn-08-121133","Manhattan","4","108","793 MADISON AVENUE","EAST 67 STREET","EAST 68 STREET","NE","10065","C5-1","40.768649000000000","-73.967597000000000","2017-04-08T00:00:00.000","2017-06-09T00:00:00.000","Upper East Side-Carnegie Hill","1041213","1013820024","1012200","(40.768649, -73.967597)"
"mn-08-134739","LINK1.0","Live","134739","MN-08-134739","Manhattan","4","108","1347 3 AVENUE","EAST 77 STREET","EAST 76 STREET","SE","10021","C1-9","40.772814620000000","-73.958220430000000","2016-04-16T00:00:00.000","2016-05-16T00:00:00.000","Lenox Hill-Roosevelt Island","1044091","1014310045","1013400","(40.77281462, -73.95822043)"
"bx-01-111740","LINK1.0","Live","111740","bx-01-111740","Bronx","17","201","652A MELROSE AVENUE","EAST 153 STREET","EAST 152 STREET","SE","10455","C1-4","40.818768680000000","-73.916449850000000","2018-03-19T00:00:00.000","2018-04-20T00:00:00.000","Melrose South-Mott Haven North","2001356","2023740073","2006700","(40.81876868, -73.91644985)"
"mn-10-120046","LINK1.0","Live","120046","mn-10-120046","Manhattan","9","110","2215 ADAM CLAYTON POWELL JR. BOULEVARD","WEST 131 STREET","WEST 130 STREET","SE","10027","C1-4","40.812611000000000","-73.945458000000000","2016-12-06T00:00:00.000","2017-02-23T00:00:00.000","Central Harlem North-Polo Grounds","1058070","1019150061","1022600","(40.812611, -73.945458)"
"qu-06-145845","LINK1.0","Live","145845","LINK-006873","Queens","29","406","108-36 QUEENS BOULEVARD","71 ROAD","72 AVENUE","SE","11375","C4-5X","40.720671380000000","-73.842845410000000","2017-05-20T00:00:00.000","2017-07-18T00:00:00.000","Forest Hills","4078003","4032570001","4073700","(40.72067138, -73.84284541)"
"mn-04-136982","LINK1.0","Live","136982","mn-04-136982","Manhattan","3","104","303 WEST 39 STREET","8 AVENUE","9 AVENUE","NW","10018","C6-4","40.755500000000000","-73.991425000000000","2016-03-19T00:00:00.000","2016-04-11T00:00:00.000","Clinton","1013686","1007630034","1011500","(40.7555, -73.991425)"
"mn-06-134118","LINK1.0","Live","134118","mn-06-134118","Manhattan","4","106","892 3 AVENUE","EAST 54 STREET","EAST 53 STREET","SW","10022","C6-6","40.758275050000000","-73.969129720000000","2016-02-28T00:00:00.000","2016-06-24T00:00:00.000","Turtle Bay-East Midtown","1036474","1013087501","1010000","(40.75827505, -73.96912972)"
"mn-10-119886","LINK1.0","Live","119886","mn-10-119886","Manhattan","9","110","2660 FREDERICK DOUGLASS BOULEVARD","WEST 142 STREET","WEST 141 STREET","SE","10030","C1-4","40.820796110000000","-73.943284980000000","2016-11-14T00:00:00.000","2016-12-16T00:00:00.000","Central Harlem North-Polo Grounds","1086080","1020270001","1023000","(40.82079611, -73.94328498)"
"qu-12-124571","LINK5G_Ad","Live","124571","SC90851","Queens","27","412","94-20 SUTPHIN BOULEVARD","95th Avenue","94th Avenue","NW","11435","C6-3","40.698501","-73.806622","2022-11-18T00:00:00.000","2023-04-07T00:00:00.000","Jamaica","4213959","4099930025","4020800","(40.698501, -73.806622)"
"bk-01-109262","LINK1.0","Live","109262","bk-01-109262","Brooklyn","34","301","101 GRAHAM AVENUE","MCKIBBIN STREET","SEIGEL STREET","SW","11206","C1-3","40.705060420000000","-73.942917580000000","2017-04-28T00:00:00.000","2017-05-23T00:00:00.000","East Williamsburg","3325892","3030880015","3049100","(40.70506042, -73.94291758)"
"qu-01-108362","LINK1.0","Live","108362","qu-01-108362","Queens","22","401","29-24 30 AVENUE","29 STREET","30 STREET","MIDBLOCK","11102","C1-4","40.767432580000000","-73.922687480000000","2017-09-16T00:00:00.000","2017-10-09T00:00:00.000","Old Astoria","4007621","4005920025","4007300","(40.76743258, -73.92268748)"
"mn-05-123299","LINK1.0","Live","123299","mn-05-123299","Manhattan","2","105","50 LEXINGTON AVENUE","EAST 24 STREET","EAST 25 STREET","NW","10010","C5-2","40.740309800000000","-73.984278900000000","2017-02-04T00:00:00.000","2017-04-14T00:00:00.000","Gramercy","1018071","1008800019","1006800","(40.7403098, -73.9842789)"
"mn-07-120927","LINK1.0","Live","120927","mn-07-120927","Manhattan","6","107","147 COLUMBUS AVENUE","WEST 66 STREET","WEST 67 STREET","NE","10023","C4-7","40.773657000000000","-73.981404000000000","2016-08-11T00:00:00.000","2017-01-11T00:00:00.000","Lincoln Square","1075637","1011190001","1015300","(40.773657, -73.981404)"
"bx-05-119648","LINK1.0","Live","119648","bx-05-119648","Bronx","15","205","2463 VALENTINE AVENUE","EAST 188 STREET","EAST FORDHAM ROAD","NW","10458","C4-4","40.861174380000000","-73.896443550000000","2017-01-25T00:00:00.000","2017-04-18T00:00:00.000","Bedford Park-Fordham North","2013605","2031530037","2023702","(40.86117438, -73.89644355)"
"bk-03-145843","LINK1.0","Live","145843","LINK-019365","Brooklyn","36","303","545 NOSTRAND AVENUE","HERKIMER PLACE","ATLANTIC AVENUE","NE","11216","C4-5D","40.678818000000000","-73.949579000000000","2017-05-06T00:00:00.000","2017-05-31T00:00:00.000","Crown Heights North","3329718","3018670005","3024700","(40.678818, -73.949579)"
"si-02-145807","LINK1.0","Live","145807","LINK-018389","Staten Island","50","502","2066 HYLAN BOULEVARD","HUNTER AVENUE","ADAMS AVENUE","NE","10306","C8-1","40.579838790000000","-74.100012400000000","2017-04-10T00:00:00.000","2017-05-25T00:00:00.000","Old Town-Dongan Hills-South Beach","5158060","5036720001","5011201","(40.57983879, -74.1000124)"
"bk-09-151273","LINK1.0","Live",,,"Brooklyn","41","309","301 UTICA AVENUE","UNION ST","PRESIDENT STREET","SW","11213","C4-3","40.6677063","-73.9311434","2022-10-06T00:00:00.000","2023-01-05T00:00:00.000","Crown Heights North","3037792","3014030007","349","(40.6677063, -73.9311434)"
"mn-10-142554","LINK1.0","Live","142554","mn-10-142554","Manhattan","9","110","2570 ADAM CLAYTON POWELL JR. BOULEVARD","WEST 149 STREET","WEST 148 STREET","SW","10039","C1-4","40.824081100000000","-73.937507750000000","2017-07-19T00:00:00.000","2017-09-15T00:00:00.000","Central Harlem North-Polo Grounds","1060566","1020340034","1023400","(40.8240811, -73.93750775)"
"mn-06-138539","LINK1.0","Live","138539","mn-06-138539","Manhattan","4","106","124 EAST 40 STREET","LEXINGTON AVENUE","PARK AVENUE","SW","10016","C5-3","40.750237000000000","-73.977306000000000","2017-04-08T00:00:00.000","2017-10-06T00:00:00.000","Murray Hill-Kips Bay","1019491","1008950078","1008000","(40.750237, -73.977306)"
"bx-02-145558","LINK1.0","Live","145558","LINK-011141","Bronx","17","202","985 BRUCKNER BOULEVARD","BRUCKNER EXPRESSWAY EXIT 46 EB","HUNTS POINT AVENUE","MIDBLOCK","10459","C4-5X","40.8201151","-73.8910895","2022-03-09T00:00:00.000","2022-06-02T00:00:00.000","Hunts Point","2000000","2027350028","2008900","(40.8201151, -73.8910895)"
"mn-07-133501","LINK1.0","Live","133501","mn-07-133501","Manhattan","3","107","1860 BROADWAY","WEST 61 STREET","WEST 62 STREET","NE","10023","C4-7","40.769816190000000","-73.981929260000000","2016-04-30T00:00:00.000","2016-09-30T00:00:00.000","Lincoln Square","1087510","1011147503","1014500","(40.76981619, -73.98192926)"
"mn-05-133354","LINK1.0","Live","133354","mn-05-133354","Manhattan","3","105","1515 BROADWAY","WEST 45 STREET","WEST 44 STREET","NW","10036","C6-7T","40.757665580000000","-73.985878420000000","2016-12-18T00:00:00.000","2018-03-05T00:00:00.000","Midtown-Midtown South","1024714","1010160036","1011900","(40.75766558, -73.98587842)"
"bx-05-119612","LINK5G_Ad","Live","119612","LINK-013113","Bronx","14","205","127 WEST BURNSIDE AVENUE","ANDREWS AVENUE SOUTH","LORING PLACE SOUTH","N","10453","C2-4","40.8539059","-73.9140421","2022-06-17T00:00:00.000","2022-06-21T00:00:00.000","University Heights-Morris Heights","2118358","2032160002","2024502","(40.8539059, -73.9140421)"
"mn-04-108485","LINK1.0","Live","108485","mn-04-108485","Manhattan","3","104","705 8 AVENUE","WEST 44 STREET","WEST 45 STREET","NW","10036","C6-4","40.758830970000000","-73.988779540000000","2016-03-11T00:00:00.000","2016-04-11T00:00:00.000","Clinton","1024992","1010350036","1012100","(40.75883097, -73.98877954)"
"mn-01-122275","LINK1.0","Live","122275","mn-01-122275","Manhattan","1","101","250 CHURCH STREET","LEONARD STREET","FRANKLIN STREET","NW","10013","C6-2A","40.717804970000000","-74.005814910000000","2018-04-19T00:00:00.000","2018-05-24T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1001971","1001770002","1003300","(40.71780497, -74.00581491)"
"qu-09-135034","LINK1.0","Live","135034","qu-09-135034","Queens","29","409","118-04 JAMAICA AVENUE","118 STREET","MYRTLE AVENUE","SW","11418","C2-4","40.699754470000000","-73.831608990000000","2017-05-12T00:00:00.000","2017-09-25T00:00:00.000","Richmond Hill","4195911","4093280001","4012200","(40.69975447, -73.83160899)"
"qu-01-146068","LINK1.0","Live","146068","LINK-020928","Queens","26","401","36-02 37 AVENUE","36 STREET","37 STREET","SE","11101","M1-3/R7X","40.752724000000000","-73.927183000000000","2018-03-09T00:00:00.000","2018-04-24T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4004571","4003780001","4005500","(40.752724, -73.927183)"
"mn-09-146058","LINK1.0","Live","146058","LINK-018196","Manhattan","7","109","3270 BROADWAY","WEST 132 STREET","WEST 131 STREET","NE","10027","C6-1","40.818022860000000","-73.956373820000000","2018-01-27T00:00:00.000","2018-04-25T00:00:00.000","Manhattanville","1081809","1019860030","1021900","(40.81802286, -73.95637382)"
"mn-03-123812","LINK1.0","Live","123812","mn-03-123812","Manhattan","2","103","146 2 AVENUE","EAST 9 STREET","EAST 10 STREET","NE","10003","C1-5","40.729236000000000","-73.987081000000000","2016-11-05T00:00:00.000","2016-11-30T00:00:00.000","East Village","1077563","1004510001","1004000","(40.729236, -73.987081)"
"mn-12-120719","LINK1.0","Live","120719","SC90248","Manhattan","10","112","189 SHERMAN AVENUE","WEST 204 STREET","WEST 207 STREET",,"10034","C1-4","40.865079","-73.9216654","2023-03-07T00:00:00.000","2023-05-12T00:00:00.000","Marble Hill-Inwood","1064769","1022210017","1029100","(40.865079, -73.9216654)"
"bk-14-145836","LINK1.0","Live","145836","LINK-018085","Brooklyn","40","314","927 FLATBUSH AVENUE","SNYDER AVENUE","CHURCH AVENUE","MIDBLOCK","11226","C4-4A","40.649115000000000","-73.958291000000000","2017-05-06T00:00:00.000","2017-05-31T00:00:00.000","Erasmus","3117220","3051030008","3079400","(40.649115, -73.958291)"
"mn-04-122580","LINK1.0","Live","122580","mn-04-122580","Manhattan","3","104","739 8 AVENUE","WEST 46 STREET","WEST 47 STREET","NW","10036","C6-4","40.759936860000000","-73.987972290000000","2016-07-13T00:00:00.000","2016-07-20T00:00:00.000","Clinton","1089687","1010377501","1012700","(40.75993686, -73.98797229)"
"mn-07-134421","LINK1.0","Live","134421","mn-07-134421","Manhattan","6","107","2697 BROADWAY","WEST 103 STREET","WEST 102 STREET","SW","10025","C1-5","40.799042350000000","-73.968809070000000","2017-09-10T00:00:00.000","2017-11-03T00:00:00.000","Upper West Side","1056548","1018740052","1019100","(40.79904235, -73.96880907)"
