"link_site_id","planned_kiosk_type","link_installation_status","smallest_ppt","cb_link_id","boro","council_district","community_board","street_address","cross_street_1","cross_street_2","ixn_corner","postcode","zoning","latitude","longitude","link_installation","link_smoke_tested_and_activated_a","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","location"
"mn-08-121741","LINK1.0","Live","121741","mn-08-121741","Manhattan","4","108","201 EAST 60 STREET","3 AVENUE","2 AVENUE","NE","10065","C1-9","40.762107140000000","-73.965809280000000","2016-02-27T00:00:00.000","2016-03-29T00:00:00.000","Lenox Hill-Roosevelt Island","1043547","1014157501","1011000","(40.76210714, -73.96580928)"
"mn-04-135231","LINK1.0","Live","135231","mn-04-135231","Manhattan","3","104","158 8 AVENUE","WEST 18 STREET","WEST 17 STREET","SE","10011","C1-6A","40.742046480000000","-74.000710860000000","2017-05-26T00:00:00.000","2017-06-28T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1068028","1007677501","1008100","(40.74204648, -74.00071086)"
"mn-07-133668","LINK1.0","Live","133668","mn-07-133668","Manhattan","7","107","868 AMSTERDAM AVENUE","WEST 102 STREET","WEST 103 STREET","NW","10025","C1-5","40.798027330000000","-73.967603320000000","2017-12-06T00:00:00.000","2018-04-11T00:00:00.000","Upper West Side","1079429","1018740029","1019100","(40.79802733, -73.96760332)"
"bk-01-126861","LINK1.0","Live","126861","bk-01-126861","Brooklyn","34","301","691 METROPOLITAN AVENUE","MANHATTAN AVENUE","GRAHAM AVENUE","NE","11211","C2-4","40.714445740000000","-73.945948320000000","2017-09-23T00:00:00.000","2018-04-24T00:00:00.000","East Williamsburg","3068728","3027590001","3049700","(40.71444574, -73.94594832)"
"mn-12-121455","LINK1.0","Live","121455","mn-12-121455","Manhattan","10","112","1358 ST. NICHOLAS AVENUE","WEST 178 STREET","WEST 177 STREET","SE","10033","C1-4","40.847196900000000","-73.935147900000000","2017-12-06T00:00:00.000","2018-04-24T00:00:00.000","Washington Heights South","1063235","1021330066","1026100","(40.8471969, -73.9351479)"
"mn-03-107697","LINK1.0","Live","107697","mn-03-107697","Manhattan","2","103","121 2 AVENUE","EAST 7 STREET","ST MARKS PLACE","NW","10003","C1-5","40.728157740000000","-73.988125040000000","2016-11-12T00:00:00.000","2016-12-12T00:00:00.000","East Village","1006682","1004630034","1003800","(40.72815774, -73.98812504)"
"qu-01-146067","LINK1.0","Live","146067","LINK-020927","Queens","26","401","37-1 37 STREET","37 AVENUE","NORTHERN BOULEVARD","SW","11101","M1-3/R7X","40.752348170000000","-73.926599830000000","2018-03-09T00:00:00.000","2018-04-23T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4004571","4003780001","4005500","(40.75234817, -73.92659983)"
"mn-08-135076","LINK1.0","Live","135076","mn-08-135076","Manhattan","5","108","1126 1 AVENUE","EAST 62 STREET","EAST 61 STREET","SE","10065","C8-4","40.761267350000000","-73.960620040000000","2018-04-04T00:00:00.000","2018-06-07T00:00:00.000","Lenox Hill-Roosevelt Island","1045288","1014560046","1010602","(40.76126735, -73.96062004)"
"qu-09-145890","LINK1.0","Live","145890","LINK-021399","Queens","29","409","87-02 114 STREET","JAMAICA AVENUE","89 AVENUE","SW","11418","C2-4","40.698095420000000","-73.834846750000000","2017-07-22T00:00:00.000","2017-09-01T00:00:00.000","Richmond Hill","4194946","4093030009","4012400","(40.69809542, -73.83484675)"
"qu-12-144028","LINK1.0","Live","144028","qu-12-144028","Queens","24","412","159-29 JAMAICA AVENUE","160 STREET","PARSONS BOULEVARD","NW","11432","C6-3","40.703768560000000","-73.799343320000000","2016-08-18T00:00:00.000","2016-09-28T00:00:00.000","Jamaica","4208839","4097560056","4044601","(40.70376856, -73.79934332)"
"bk-06-145994","LINK1.0","Live","145994","LINK-005775","Brooklyn","39","306","342 FLATBUSH AVENUE","STERLING PLACE","8 AVENUE","SW","11217","C2-4","40.676134050000000","-73.971835540000000","2017-11-10T00:00:00.000","2018-02-21T00:00:00.000","Park Slope-Gowanus","3024375","3010580033","3015900","(40.67613405, -73.97183554)"
"qu-01-137830","LINK1.0","Live","137830","qu-01-137830","Queens","26","401","37-08 35 AVENUE","37 STREET","38 STREET","SE","11101","M1-1","40.755776550000000","-73.923626840000000","2017-08-31T00:00:00.000","2017-10-09T00:00:00.000","Astoria","4009607","4006410009","4005700","(40.75577655, -73.92362684)"
"mn-12-118138","LINK1.0","Live","118138","82037","Manhattan","10","112","2541 AMSTERDAM AVENUE","WEST 186 STREET","WEST 187 STREET","SE","10033","C1-4","40.8512652","-73.9284509","2022-02-16T00:00:00.000","2022-04-19T00:00:00.000","Washington Heights North","1063584","1021490093","1026700","(40.8512652, -73.9284509)"
"mn-07-134274","LINK1.0","Live","134274","mn-07-134274","Manhattan","6","107","1967 BROADWAY","WEST 67 STREET","WEST 66 STREET","SW","10023","C4-7","40.774645840000000","-73.982399820000000","2016-04-16T00:00:00.000","2016-07-19T00:00:00.000","Lincoln Square","1028839","1011387502","1015300","(40.77464584, -73.98239982)"
"mn-04-134912","LINK1.0","Live","134912","mn-04-134912","Manhattan","3","104","211 8 AVENUE","WEST 21 STREET","WEST 20 STREET","SW","10011","C1-6A","40.743919290000000","-73.999645200000000","2017-04-30T00:00:00.000","2017-05-30T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1013268","1007440043","1008900","(40.74391929, -73.9996452)"
"mn-05-121626","LINK1.0","Live","121626","mn-05-121626","Manhattan","2","105","63 MADISON AVENUE","EAST 28 STREET","EAST 27 STREET","SE","10016","C5-3","40.743493170000000","-73.985971970000000","2016-11-19T00:00:00.000","2016-12-09T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1016889","1008570024","1005600","(40.74349317, -73.98597197)"
"bx-02-119034","LINK1.0","Live","119034","LINK-011714","Bronx","17","202","840 WESTCHESTER AVENUE","LONGWOOD AVENUE","PROSPECT AVENUE","E","10459","C1-4","40.8197086","-73.9012951","2022-02-25T00:00:00.000","2022-05-05T00:00:00.000","Longwood","2115863","2026890048","2008700","(40.8197086, -73.9012951)"
"bx-07-145933","LINK1.0","Live","145933","LINK-018403","Bronx","14","207","2616 JEROME AVENUE","EAST 193 STREET","EAST KINGSBRIDGE ROAD","SE","10468","C2-3","40.866765190000000","-73.897802780000000","2017-09-16T00:00:00.000","2017-11-03T00:00:00.000","Bedford Park-Fordham North","2014132","2031910020","2040100","(40.86676519, -73.89780278)"
"qu-03-139608","LINK1.0","Live","139608","qu-03-139608","Queens","25","403","37-69 80 STREET","ROOSEVELT AVENUE","37 AVENUE","NE","11372","C2-3","40.747602970000000","-73.885751300000000","2017-08-31T00:00:00.000","2017-10-13T00:00:00.000","Jackson Heights","4030002","4012910047","4028300","(40.74760297, -73.8857513)"
"bk-03-145759","LINK1.0","Live","145759","LINK-018115","Brooklyn","36","303","1546 FULTON STREET","ALBANY AVENUE","THROOP AVENUE","MIDBLOCK","11213","C2-4","40.679751930000000","-73.939101010000000","2017-03-02T00:00:00.000","2017-04-05T00:00:00.000","Crown Heights North","3053854","3018640029","3027100","(40.67975193, -73.93910101)"
"qu-04-145776","LINK1.0","Live","145776","LINK-018143","Queens","25","404","51-01 GOLDSMITH STREET","QUEENS BOULEVARD","GRAND AVENUE","SE","11373","C1-2","40.736982000000000","-73.880315000000000","2017-03-04T00:00:00.000","2017-03-20T00:00:00.000","Elmhurst","4057288","4024760012","4047500","(40.736982, -73.880315)"
"mn-07-136666","LINK1.0","Live","136666","mn-07-136666","Manhattan","7","107","980 COLUMBUS AVENUE","WEST 108 STREET","WEST 109 STREET","NW","10025","C2-5","40.800690000000000","-73.961945690000000","2018-02-08T00:00:00.000","2018-04-20T00:00:00.000","Morningside Heights","1079464","1018630029","1019300","(40.80069, -73.96194569)"
"qu-03-134080","LINK1.0","Live","134080","qu-03-134080","Queens","25","403","77-01 ROOSEVELT AVENUE","77 STREET","78 STREET","NE","11372","C2-3","40.747223430000000","-73.888492000000000","2017-07-08T00:00:00.000","2017-08-25T00:00:00.000","Jackson Heights","4029906","4012880048","4028700","(40.74722343, -73.888492)"
"mn-07-133410","LINK1.0","Live","133410","mn-07-133410","Manhattan","6","107","2095 BROADWAY","WEST 73 STREET","WEST 72 STREET","SW","10023","C4-6A","40.779330830000000","-73.981989950000000","2016-03-29T00:00:00.000","2016-04-27T00:00:00.000","Lincoln Square","1030519","1011640037","1015900","(40.77933083, -73.98198995)"
"mn-03-122246","LINK1.0","Live","122246","mn-03-122246","Manhattan","1","103","2 ALLEN STREET","DIVISION STREET","CANAL STREET","NE","10002","C6-2G","40.714508060000000","-73.992489610000000","2017-04-02T00:00:00.000","2017-06-21T00:00:00.000","Chinatown","1088837","1002947502","1001600","(40.71450806, -73.99248961)"
"mn-07-135898","LINK1.0","Live","135898","mn-07-135898","Manhattan","6","107","609 COLUMBUS AVENUE","WEST 90 STREET","WEST 89 STREET","SE","10024","C1-9","40.788831630000000","-73.970335200000000","2018-02-26T00:00:00.000","2018-05-21T00:00:00.000","Upper West Side","1031543","1012030001","1017300","(40.78883163, -73.9703352)"
"mn-03-131017","LINK1.0","Live","131017","mn-03-131017","Manhattan","2","103","131 2 AVENUE","ST MARKS PLACE","EAST 7 STREET","SW","10003","C1-5","40.728480390000000","-73.987875920000000","2016-09-02T00:00:00.000","2016-09-15T00:00:00.000","East Village","1006677","1004630028","1003800","(40.72848039, -73.98787592)"
"mn-05-122586","LINK1.0","Live","122586","mn-05-122586","Manhattan","3","105","790 8 AVENUE","WEST 48 STREET","WEST 49 STREET","NE","10019","C6-4","40.761094000000000","-73.986828000000000","2016-03-24T00:00:00.000","2016-04-12T00:00:00.000","Midtown-Midtown South","1024771","1010207501","1012500","(40.761094, -73.986828)"
"mn-09-134826","LINK1.0","Live","134826","mn-09-134826","Manhattan","7","109","598 WEST 146 STREET","AMSTERDAM AVENUE","BROADWAY","SE","10031","C1-4","40.826928000000000","-73.949868000000000","2017-10-28T00:00:00.000","2018-03-13T00:00:00.000","Hamilton Heights","1061956","1020770059","1022900","(40.826928, -73.949868)"
"mn-05-136186","LINK1.0","Live","136186","mn-05-136186","Manhattan","2","105","435 PARK AVENUE SOUTH","EAST 30 STREET","EAST 29 STREET","E","10016","C6-4A","40.744259220000000","-73.983248180000000","2017-09-24T00:00:00.000","2018-04-24T00:00:00.000","Murray Hill-Kips Bay","1018294","1008850091","1007200","(40.74425922, -73.98324818)"
"mn-04-123646","LINK1.0","Live","123646","mn-04-123646","Manhattan","3","104","301 WEST 23 STREET","8 AVENUE","9 AVENUE","NW","10011","C2-6","40.745443480000000","-73.998619090000000","2016-05-25T00:00:00.000","2016-06-24T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1078540","1007470001","1009300","(40.74544348, -73.99861909)"
"mn-04-139998","LINK1.0","Live","139998","mn-04-139998","Manhattan","3","104","728 10 AVENUE","WEST 50 STREET","WEST 49 STREET","MIDBLOCK","10019","C2-5","40.764455890000000","-73.991819590000000","2017-10-07T00:00:00.000","2018-04-30T00:00:00.000","Clinton","1026665","1010590163","1012700","(40.76445589, -73.99181959)"
"mn-05-121973","LINK1.0","Live","121973","mn-05-121973","Manhattan","4","105","43 EAST 57 STREET","MADISON AVENUE","PARK AVENUE","NE","10022","C5-3","40.762324370000000","-73.972203170000000","2017-04-30T00:00:00.000","2017-06-07T00:00:00.000","Midtown-Midtown South","1035789","1012920052","1011202","(40.76232437, -73.97220317)"
"bk-04-127501","LINK5G_Ad","Live","127501","14173","Brooklyn","37","304","160 WYCKOFF AVENUE","HARMAN STREET","HIMROD STREET",,"11237","C1-3","40.7025384","-73.9164953","2022-12-06T00:00:00.000","2023-03-16T00:00:00.000","Bushwick North","3074548","3032700038","3044300","(40.7025384, -73.9164953)"
"bx-01-145917","LINK1.0","Live","145917","LINK-018225","Bronx","8","201","200 EAST 138 STREET","PARK AVENUE","CANAL STREET WEST","SE","10451","M1-4/R7X","40.812440910000000","-73.929250290000000","2017-08-31T00:00:00.000","2017-10-19T00:00:00.000","Mott Haven-Port Morris","2094027","2023220028","2005100","(40.81244091, -73.92925029)"
"qu-02-145746","LINK1.0","Live","145746","LINK-018201","Queens","26","402","22-25 JACKSON AVENUE","46 AVENUE","46 ROAD","NE","11101","C2-5","40.745417720000000","-73.946937080000000","2017-02-25T00:00:00.000","2017-03-29T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4000561","4000760016","4000700","(40.74541772, -73.94693708)"
"mn-07-134642","LINK1.0","Live","134642","mn-07-134642","Manhattan","6","107","614 COLUMBUS AVENUE","WEST 89 STREET","WEST 90 STREET","SW","10024","C1-9","40.788986160000000","-73.970482430000000","2018-02-26T00:00:00.000","2018-05-21T00:00:00.000","Upper West Side","1032439","1012200029","1017300","(40.78898616, -73.97048243)"
"mn-07-133633","LINK1.0","Live","133633","mn-07-133633","Manhattan","6","107","2420 BROADWAY","WEST 89 STREET","WEST 90 STREET","NE","10024","C4-6A","40.790235000000000","-73.974793000000000","2017-09-10T00:00:00.000","2017-10-25T00:00:00.000","Upper West Side","1033308","1012370017","1017500","(40.790235, -73.974793)"
"mn-10-133684","LINK1.0","Live","133684","mn-10-133684","Manhattan","9","110","2538 ADAM CLAYTON POWELL JR. BOULEVARD","WEST 147 STREET","WEST 148 STREET","NW","10039","C1-4","40.823124470000000","-73.938202000000000","2017-08-25T00:00:00.000","2017-09-22T00:00:00.000","Central Harlem North-Polo Grounds","1060534","1020330029","1023400","(40.82312447, -73.938202)"
"mn-09-111874","LINK1.0","Live","111874","mn-09-111874","Manhattan","7","109","3596 BROADWAY","WEST 148 STREET","WEST 147 STREET","SE","10031","C1-4","40.828097000000000","-73.949017000000000","2016-07-14T00:00:00.000","2016-08-03T00:00:00.000","Hamilton Heights","1062006","1020790061","1023300","(40.828097, -73.949017)"
"qu-02-145783","LINK1.0","Live","145783","LINK-018209","Queens","26","402","10-31 JACKSON AVENUE","50 AVENUE","51 AVENUE","MIDBLOCK","11101","C2-5","40.742287170000000","-73.953336470000000","2017-03-04T00:00:00.000","2017-03-22T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4000229","4000410015","4000700","(40.74228717, -73.95333647)"
"mn-05-137879","LINK1.0","Live","137879","mn-05-137879","Manhattan","3","105","96 5 AVENUE","EAST 15 STREET","EAST 14 STREET","SW","10011","C6-4M","40.736638940000000","-73.993282470000000","2017-09-30T00:00:00.000","2018-04-04T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1015292","1008160042","1005400","(40.73663894, -73.99328247)"
"bx-01-146063","LINK1.0","Live","146063","LINK-020572","Bronx","17","201","776 MELROSE AVENUE","EAST 158 STREET","EAST 157 STREET","SE","10451","C1-4","40.822111980000000","-73.914849080000000","2018-02-25T00:00:00.000","2018-04-25T00:00:00.000","Melrose South-Mott Haven North","2114613","2023790007","2006900","(40.82211198, -73.91484908)"
"mn-07-120527","LINK1.0","Live","120527","mn-07-120527","Manhattan","7","107","741 COLUMBUS AVENUE","WEST 97 STREET","WEST 96 STREET","SE","10025","C1-9","40.7933795","-73.9670098","2018-04-30T00:00:00.000","2020-10-02T00:00:00.000","Upper West Side","1055254","1018327502","1018100","(40.7933795, -73.9670098)"
"qu-12-101876","LINK1.0","Live","101876","35066","Queens","27","412","112-55 FARMERS BOULEVARD","Farmers Boulevard","113th Avenue",,"11412","C1-3","40.6999823","-73.763267","2022-07-19T00:00:00.000","2022-11-28T00:00:00.000","St. Albans","4235050","4109680105","4052400","(40.6999823, -73.763267)"
"bk-07-145865","LINK1.0","Live","145865","LINK-021528","Brooklyn","38","307","941 4 AVENUE","36 STREET","37 STREET","SE","11232","C2-4","40.654133230000000","-74.004403760000000","2017-07-15T00:00:00.000","2017-08-23T00:00:00.000","Sunset Park West","3010335","3006970010","3008400","(40.65413323, -74.00440376)"
"mn-09-111986","LINK1.0","Live","111986","mn-09-111986","Manhattan","7","109","3569 BROADWAY","WEST 146 STREET","WEST 147 STREET","NW","10031","C1-4","40.827320110000000","-73.950025860000000","2016-07-14T00:00:00.000","2016-07-20T00:00:00.000","Hamilton Heights","1062398","1020930029","1023300","(40.82732011, -73.95002586)"
"mn-06-133473","LINK1.0","Live","133473","mn-06-133473","Manhattan","4","106","760 3 AVENUE","EAST 47 STREET","EAST 48 STREET","NW","10017","C5-3","40.754092000000000","-73.972180000000000","2016-02-08T00:00:00.000","2016-02-22T00:00:00.000","Turtle Bay-East Midtown","1036217","1013020033","1009200","(40.754092, -73.97218)"
"mn-06-138051","LINK1.0","Live","138051","mn-06-138051","Manhattan","4","106","150 EAST 51 STREET","LEXINGTON AVENUE","3 AVENUE","SE","10022","C6-4.5","40.756790250000000","-73.971262730000000","2017-03-19T00:00:00.000","2017-07-13T00:00:00.000","Turtle Bay-East Midtown","1036458","1013057501","1010000","(40.75679025, -73.97126273)"
"mn-06-120627","LINK1.0","Live","120627","mn-06-120627","Manhattan","4","106","132 EAST 51 STREET","LEXINGTON AVENUE","3 AVENUE","MIDBLOCK","10022","C6-6","40.756944690000000","-73.971614000000000","2017-07-18T00:00:00.000","2017-10-20T00:00:00.000","Turtle Bay-East Midtown","1036458","1013057501","1010000","(40.75694469, -73.971614)"
"mn-02-123120","LINK1.0","Live","123120","mn-02-123120","Manhattan","3","102","475 6 AVENUE","WEST 12 STREET","WEST 11 STREET","SW","10011","C1-7","40.735983560000000","-73.997990120000000","2018-03-10T00:00:00.000","2018-06-12T00:00:00.000","West Village","1010577","1006070038","1007100","(40.73598356, -73.99799012)"
"bx-05-152147","LINK5G_Ad","Live",,,"Bronx","15","205","219 EAST BURNSIDE AVENUE","EAST BURNSIDE AVENUE","ANTHONY AVENUE","NE","10457","C1-4","40.8520248","-73.9026539","2023-02-27T00:00:00.000","2023-05-09T00:00:00.000","Mount Hope",,"2031560034",,"(40.8520248, -73.9026539)"
"bk-06-125915","LINK1.0","Live","125915","bk-06-125915","Brooklyn","39","306","555 5 AVENUE","15 STREET","14 STREET","NE","11215","C4-3A","40.665618000000000","-73.989159000000000","2017-02-27T00:00:00.000","2017-06-12T00:00:00.000","Park Slope-Gowanus","3023689","3010420001","3014100","(40.665618, -73.989159)"
"mn-10-119890","LINK1.0","Live","119890","mn-10-119890","Manhattan","9","110","2604 FREDERICK DOUGLASS BOULEVARD","WEST 139 STREET","WEST 138 STREET","SE","10030","C1-4","40.818897000000000","-73.944659000000000","2016-10-08T00:00:00.000","2016-10-21T00:00:00.000","Central Harlem North-Polo Grounds","1060322","1020240064","1023000","(40.818897, -73.944659)"
"qu-06-124194","LINK1.0","Live","124194","qu-06-124194","Queens","29","406","107-40 QUEENS BOULEVARD","70 ROAD","71 AVENUE","SE","11375","C4-5X","40.721525820000000","-73.844883710000000","2017-06-03T00:00:00.000","2017-07-10T00:00:00.000","Forest Hills","4312083","4032397501","4071100","(40.72152582, -73.84488371)"
"mn-05-122171","LINK1.0","Live","122171","mn-05-122171","Manhattan","4","105","138 WEST 41 STREET","BROADWAY","6 AVENUE","SE","10018","C5-3","40.754850870000000","-73.986359440000000","2016-07-23T00:00:00.000","2016-08-18T00:00:00.000","Midtown-Midtown South","1022568","1009930047","1011300","(40.75485087, -73.98635944)"
"mn-05-134444","LINK1.0","Live","134444","mn-05-134444","Manhattan","3","105","831 6 AVENUE","WEST 29 STREET","WEST 28 STREET","SW","10001","C6-4X","40.746619290000000","-73.990241410000000","2017-10-15T00:00:00.000","2018-02-07T00:00:00.000","Midtown-Midtown South","1015123","1008040042","1009500","(40.74661929, -73.99024141)"
"mn-02-123678","LINK1.0","Live","123678","mn-02-123678","Manhattan","3","102","50 GROVE STREET","BLEECKER STREET","7 AVENUE SOUTH","SE","10014","C1-6","40.732908560000000","-74.003876990000000","2018-08-06T00:00:00.000","2019-02-13T00:00:00.000","West Village","1010182","1005910009","1007300","(40.73290856, -74.00387699)"
"qu-02-124947","LINK1.0","Live","124947","qu-02-124947","Queens","26","402","46-02 QUEENS BOULEVARD","46 STREET","47 STREET","SE","11104","C4-4A","40.742912000000000","-73.918540000000000","2016-11-05T00:00:00.000","2017-02-02T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4533708","4001520007","4023500","(40.742912, -73.91854)"
"mn-03-138880","LINK5G_Ad","Live","138880","80073","Manhattan","2","103","32 EAST 1ST STREET","EAST 1 STREET","EAST 2 STREET","NE","10003","C6-2A","40.7243982","-73.9906027","2022-11-05T00:00:00.000","2023-05-24T00:00:00.000","East Village","1006068","1004420007","1003602","(40.7243982, -73.9906027)"
"mn-05-122651","LINK1.0","Live","122651","mn-05-122651","Manhattan","4","105","780 7 AVENUE","WEST 51 STREET","WEST 50 STREET","SW","10019","C6-7","40.761640000000000","-73.982996000000000","2016-10-16T00:00:00.000","2016-11-11T00:00:00.000","Midtown-Midtown South","1024811","1010220035","1013100","(40.76164, -73.982996)"
"qu-04-136365","LINK1.0","Live","136365","qu-04-136365","Queens","21","404","83-20 ROOSEVELT AVENUE","BAXTER STREET","84 STREET","SE","11372","C1-3","40.747742380000000","-73.882270310000000","2017-08-19T00:00:00.000","2017-09-07T00:00:00.000","Elmhurst","4037071","4015030001","4026901","(40.74774238, -73.88227031)"
"mn-08-120998","LINK1.0","Live","120998","mn-08-120998","Manhattan","4","108","1329 3 AVENUE","EAST 76 STREET","EAST 77 STREET","NE","10021","C1-9","40.772357770000000","-73.958540220000000","2016-03-05T00:00:00.000","2016-03-24T00:00:00.000","Lenox Hill-Roosevelt Island","1081424","1014310001","1013400","(40.77235777, -73.95854022)"
"mn-06-134661","LINK1.0","Live","134661","mn-06-134661","Manhattan","4","106","733 2 AVENUE","EAST 39 STREET","EAST 40 STREET","NW","10016","C1-9","40.748120830000000","-73.973603710000000","2017-11-11T00:00:00.000","2018-04-04T00:00:00.000","Turtle Bay-East Midtown","1020379","1009200030","1008800","(40.74812083, -73.97360371)"
"mn-09-135240","LINK1.0","Repair Pending","135240","mn-09-135240","Manhattan","7","109","1701 AMSTERDAM AVENUE","WEST 144 STREET","WEST 145 STREET","NE","10031","C1-4","40.824646000000000","-73.947909000000000","2017-11-22T00:00:00.000","2018-05-11T00:00:00.000","Hamilton Heights","1061300","1020590032","1022700","(40.824646, -73.947909)"
"bk-07-125846","LINK1.0","Live","125846","bk-07-125846","Brooklyn","38","307","968 4 AVENUE","37 STREET","38 STREET","SW","11232","M1-2D","40.653711110000000","-74.005258190000000","2017-04-28T00:00:00.000","2017-06-09T00:00:00.000","Sunset Park West","3010388","3007000032","3008400","(40.65371111, -74.00525819)"
"bk-01-145855","LINK1.0","Live","145855","LINK-020776","Brooklyn","34","301","103 SEIGEL STREET","MANHATTAN AVENUE","GRAHAM AVENUE","NW","11206","C1-3","40.704496000000000","-73.942989000000000","2017-06-27T00:00:00.000","2018-04-26T00:00:00.000","East Williamsburg","3071403","3030880021","3049100","(40.704496, -73.942989)"
"mn-06-139745","LINK1.0","Live","139745","mn-06-139745","Manhattan","4","106","730 3 AVENUE","EAST 45 STREET","EAST 46 STREET","SW","10017","C5-3","40.753149000000000","-73.972868000000000","2017-07-29T00:00:00.000","2017-12-14T00:00:00.000","Turtle Bay-East Midtown","1036195","1013000033","1009200","(40.753149, -73.972868)"
"mn-07-121335","LINK1.0","Live","121335","mn-07-121335","Manhattan","6","107","2040 BROADWAY","WEST 70 STREET","WEST 71 STREET","NE","10023","C4-6A","40.777137170000000","-73.981904270000000","2016-04-19T00:00:00.000","2016-07-19T00:00:00.000","Lincoln Square","1029749","1011427502","1015700","(40.77713717, -73.98190427)"
"qu-12-154850","LINK1.0","Live","154850",,"Queens","27","412","118-02 MERRICK BOULEVARD","MERRICK BOULEVARD","FOCH BOULEVARD","SW","11434","C1-3","40.6866032","-73.7744795","2022-07-06T00:00:00.000","2022-12-14T00:00:00.000","St. Albans",,"4123670234",,"(40.6866032, -73.7744795)"
"mn-07-135446","LINK1.0","Live","135446","mn-07-135446","Manhattan","6","107","733 AMSTERDAM AVENUE","WEST 96 STREET","WEST 95 STREET","SE","10025","C2-8","40.793867000000000","-73.970376000000000","2018-03-23T00:00:00.000","2020-11-24T00:00:00.000","Upper West Side","1032587","1012267502","1018100","(40.793867, -73.970376)"
"mn-12-120799","LINK1.0","Live","120799","12109","Manhattan","10","112","4306 BROADWAY","WEST 183 STREET","WEST 184 STREET","SE","10033","C2-4","40.8515612","-73.9349028","2022-02-01T00:00:00.000","2022-04-21T00:00:00.000","Washington Heights North","1063929","1021640038","1027100","(40.8515612, -73.9349028)"
"bx-05-112015","LINK1.0","Live","112015","33022","Bronx","15","205","231 EAST 183RD STREET","RYER AVENUE","GRAND CONCOURSE","MIDBLOCK","10457","C1-4","40.8572274","-73.8992175","2022-07-06T00:00:00.000","2022-09-12T00:00:00.000","Fordham South","2013723","2031580016","2038301","(40.8572274, -73.8992175)"
"mn-05-123155","LINK1.0","Live","123155","mn-05-123155","Manhattan","2","105","38 UNION SQUARE EAST","EAST 16 STREET","EAST 17 STREET","NE","10003","C6-4","40.736141000000000","-73.989183000000000","2017-11-18T00:00:00.000","2018-02-09T00:00:00.000","Gramercy","1017819","1008720001","1005000","(40.736141, -73.989183)"
"qu-04-136003","LINK1.0","Live","136003","qu-04-136003","Queens","25","404","40-02 73 STREET","ROOSEVELT AVENUE","41 AVENUE","SW","11377","C2-3","40.746608830000000","-73.892368320000000","2017-07-08T00:00:00.000","2018-04-09T00:00:00.000","Elmhurst-Maspeth","4030419","4013040043","4026500","(40.74660883, -73.89236832)"
"mn-09-120387","LINK1.0","Live","120387","mn-09-120387","Manhattan","7","109","600 WEST 114 STREET","BROADWAY","RIVERSIDE DRIVE","SW","10025","C1-4","40.806760000000000","-73.965108000000000","2017-02-04T00:00:00.000","2017-02-27T00:00:00.000","Morningside Heights","1057351","1018950062","1019900","(40.80676, -73.965108)"
"bk-01-146016","LINK1.0","Live","146016","LINK-021227","Brooklyn","33","301","28 NORTH 5 STREET","KENT AVENUE","WYTHE AVENUE","SE","11249","M1-2/R6A","40.719067360000000","-73.962765350000000","2017-12-08T00:00:00.000","2018-04-12T00:00:00.000","North Side-South Side","3062291","3023410001","3055500","(40.71906736, -73.96276535)"
"mn-11-116230","LINK1.0","Live","116230","mn-11-116230","Manhattan","8","111","2119 3 AVENUE","EAST 116 STREET","EAST 115 STREET","SE","10029","C4-4D","40.797709000000000","-73.940035000000000","2016-03-05T00:00:00.000","2016-03-22T00:00:00.000","East Harlem North","1076374","1016650048","1018800","(40.797709, -73.940035)"
"mn-06-121439","LINK1.0","Live","121439","mn-06-121439","Manhattan","2","106","519 2 AVENUE","EAST 28 STREET","EAST 29 STREET","SW","10016","C1-8A","40.741593160000000","-73.978363010000000","2017-10-07T00:00:00.000","2017-12-05T00:00:00.000","Murray Hill-Kips Bay","1019902","1009090034","1006600","(40.74159316, -73.97836301)"
"bk-02-145812","LINK1.0","Live","145812","LINK-018068","Brooklyn","35","302","957 FULTON STREET","WASHINGTON AVENUE","ST JAMES PLACE","NE","11238","C2-4","40.683076920000000","-73.964633450000000","2017-03-24T00:00:00.000","2017-07-25T00:00:00.000","Clinton Hill","3056680","3019790060","3020100","(40.68307692, -73.96463345)"
"mn-03-123464","LINK1.0","Live","123464","mn-03-123464","Manhattan","1","103","70 STANTON STREET","ALLEN STREET","ELDRIDGE STREET","NW","10002","C4-4A","40.721773000000000","-73.989421000000000","2016-11-17T00:00:00.000","2017-01-06T00:00:00.000","Chinatown","1005537","1004170001","1003601","(40.721773, -73.989421)"
