"dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"B02888","2017-10-15T02:44:31.000","2017-10-15 03:08:01","215","35",
"B02888","2017-10-15T02:06:47.000","2017-10-15 02:07:05","79","79",
"B02888","2017-10-15T02:15:29.000","2017-10-15 02:35:27","79","237",
"B02888","2017-10-15T02:12:23.000","2017-10-15 02:24:14","148","125",
"B02888","2017-10-15T02:29:29.000","2017-10-15 02:48:30","158","97",
"B02888","2017-10-15T02:18:32.000","2017-10-15 02:30:02","91","35",
"B02888","2017-10-15T02:34:41.000","2017-10-15 02:41:05","35","177",
"B02888","2017-10-15T02:50:03.000","2017-10-15 03:24:39","61","39","1"
"B02884","2017-10-15T02:05:06.000","2017-10-15 03:01:12","233","265",
"B02884","2017-10-15T02:14:37.000","2017-10-15 02:27:21","164","114",
"B02884","2017-10-15T02:32:31.000","2017-10-15 02:49:50","114","145",
"B02884","2017-10-15T02:32:04.000","2017-10-15 02:38:59","163","48",
"B02884","2017-10-15T02:36:31.000","2017-10-15 02:47:16","65","195",
"B02884","2017-10-15T02:09:42.000","2017-10-15 02:26:17","164","146",
"B02884","2017-10-15T02:37:43.000","2017-10-15 03:00:09","229","183",
"B02884","2017-10-15T02:30:56.000","2017-10-15 02:36:23","90","186",
"B02884","2017-10-15T02:42:48.000","2017-10-15 03:07:43","90","4",
"B02884","2017-10-15T02:06:14.000","2017-10-15 02:33:34","20","107",
"B02884","2017-10-15T02:55:09.000","2017-10-15 03:25:38","113","127","1"
"B02510","2017-10-15T02:02:31.000","2017-10-15 02:14:40","61","97",
"B02510","2017-10-15T02:12:05.000","2017-10-15 02:16:59","7","7","1"
"B02510","2017-10-15T02:55:43.000","2017-10-15 03:25:59","164","179",
"B02510","2017-10-15T02:15:32.000","2017-10-15 02:44:01","158","226",
"B02510","2017-10-15T02:12:11.000","2017-10-15 02:29:04","160","225","1"
"B02510","2017-10-15T02:01:19.000","2017-10-15 02:26:42","249","127",
"B02510","2017-10-15T02:39:42.000","2017-10-15 03:01:11","33","225","1"
"B02510","2017-10-15T02:48:24.000","2017-10-15 02:56:21","49","17","1"
"B02510","2017-10-15T02:52:52.000","2017-10-15 03:09:05","49","177","1"
"B02510","2017-10-15T02:46:39.000","2017-10-15 02:56:26","211","25",
"B02510","2017-10-15T02:28:48.000","2017-10-15 02:50:16","97","177","1"
"B02510","2017-10-15T02:38:22.000","2017-10-15 02:52:04","61","37","1"
"B02510","2017-10-15T02:59:26.000","2017-10-15 03:10:20","225","35",
"B02510","2017-10-15T02:05:44.000","2017-10-15 02:22:32","258","95",
"B02510","2017-10-15T02:52:32.000","2017-10-15 03:18:57","37","55",
"B02510","2017-10-15T02:01:27.000","2017-10-15 02:18:15","243","159",
"B02510","2017-10-15T02:33:41.000","2017-10-15 02:45:25","167","244","1"
"B02510","2017-10-15T02:51:24.000","2017-10-15 03:10:14","42","50",
"B02510","2017-10-15T02:21:32.000","2017-10-15 02:49:44","80","42",
"B02510","2017-10-15T02:01:57.000","2017-10-15 02:15:29","79","263",
"B02510","2017-10-15T02:03:19.000","2017-10-15 02:12:19","97","61","1"
"B02510","2017-10-15T02:21:06.000","2017-10-15 03:47:07","61","179",
"B02510","2017-10-15T02:18:56.000","2017-10-15 02:24:12","42","42","1"
"B02510","2017-10-15T02:28:13.000","2017-10-15 03:16:37","24","265",
"B02510","2017-10-15T02:03:49.000","2017-10-15 02:17:55","160","232",
"B02510","2017-10-15T02:55:50.000","2017-10-15 03:11:25","260","49",
"B02510","2017-10-15T02:06:42.000","2017-10-15 02:28:26","112","225",
"B02510","2017-10-15T02:56:51.000","2017-10-15 03:28:03","65","72","1"
"B02510","2017-10-15T02:08:00.000","2017-10-15 02:31:50","148","48",
"B02510","2017-10-15T02:37:49.000","2017-10-15 03:00:22","48","147",
"B02510","2017-10-15T02:20:09.000","2017-10-15 02:30:34","119","168","1"
"B02510","2017-10-15T02:34:50.000","2017-10-15 02:45:59","168","69",
"B02510","2017-10-15T02:23:31.000","2017-10-15 02:43:05","164","265","1"
"B02510","2017-10-15T02:24:49.000","2017-10-15 02:48:55","132","7",
"B02510","2017-10-15T02:53:03.000","2017-10-15 03:13:04","7","157",
"B02510","2017-10-15T02:13:47.000","2017-10-15 02:26:58","148","170",
"B02510","2017-10-15T02:36:11.000","2017-10-15 02:51:59","170","166",
"B02510","2017-10-15T02:20:53.000","2017-10-15 02:49:34","80","188","1"
"B02510","2017-10-15T02:32:04.000","2017-10-15 02:59:09","256","106","1"
"B02510","2017-10-15T02:14:27.000","2017-10-15 02:28:22","77","91","1"
"B02510","2017-10-15T02:22:16.000","2017-10-15 02:42:56","35","210","1"
"B02510","2017-10-15T02:50:40.000","2017-10-15 02:57:47","155","210",
"B02510","2017-10-15T02:25:23.000","2017-10-15 02:37:47","251","23",
"B02510","2017-10-15T02:00:16.000","2017-10-15 02:22:52","243","265",
"B02510","2017-10-15T02:30:37.000","2017-10-15 02:56:27","144","165","1"
"B02510","2017-10-15T02:39:28.000","2017-10-15 02:58:47","79","80",
"B02510","2017-10-15T02:22:28.000","2017-10-15 03:13:35","137","227","1"
"B02510","2017-10-15T02:39:53.000","2017-10-15 02:57:31","79","97","1"
"B02510","2017-10-15T02:04:32.000","2017-10-15 02:11:46","125","148","1"
"B02510","2017-10-15T02:38:06.000","2017-10-15 02:56:49","45","37",
"B02510","2017-10-15T02:59:20.000","2017-10-15 03:30:38","37","48",
"B02510","2017-10-15T02:24:56.000","2017-10-15 02:28:23","177","61","1"
"B02510","2017-10-15T02:45:31.000","2017-10-15 02:56:17","80","255",
"B02510","2017-10-15T02:36:11.000","2017-10-15 03:15:55","249","174",
"B02510","2017-10-15T02:35:33.000","2017-10-15 02:52:10","74","242",
"B02510","2017-10-15T02:03:26.000","2017-10-15 02:25:05","229","18",
"B02510","2017-10-15T02:38:31.000","2017-10-15 02:55:14","79","87","1"
"B02510","2017-10-15T02:40:20.000","2017-10-15 02:54:20","79","87","1"
"B02510","2017-10-15T02:24:09.000","2017-10-15 02:35:12","148","233",
"B02510","2017-10-15T02:57:30.000","2017-10-15 03:02:21","113","113",
"B02510","2017-10-15T02:42:23.000","2017-10-15 02:53:08","164","224",
"B02510","2017-10-15T02:35:33.000","2017-10-15 02:58:01","66","61","1"
"B02510","2017-10-15T02:52:53.000","2017-10-15 03:04:41","225","61","1"
"B02510","2017-10-15T02:11:08.000","2017-10-15 02:32:36","7","255","1"
"B02510","2017-10-15T02:14:32.000","2017-10-15 02:53:22","7","107","1"
"B02510","2017-10-15T02:22:51.000","2017-10-15 02:33:42","61","52",
"B02510","2017-10-15T02:16:21.000","2017-10-15 02:27:26","41","152",
"B02510","2017-10-15T02:34:57.000","2017-10-15 02:51:08","74","116","1"
"B02510","2017-10-15T02:44:12.000","2017-10-15 02:55:44","42","116","1"
"B02510","2017-10-15T02:12:29.000","2017-10-15 02:26:28","65","227","1"
"B02510","2017-10-15T02:34:04.000","2017-10-15 02:52:48","113","265",
"B02510","2017-10-15T02:01:48.000","2017-10-15 02:23:31","142","244","1"
"B02510","2017-10-15T02:06:26.000","2017-10-15 02:14:41","255","112","1"
"B02510","2017-10-15T02:09:19.000","2017-10-15 02:32:54","255","36","1"
"B02510","2017-10-15T02:19:45.000","2017-10-15 02:20:38","80","80","1"
"B02510","2017-10-15T02:39:27.000","2017-10-15 03:02:31","36","33",
"B02510","2017-10-15T02:03:22.000","2017-10-15 02:30:59","181","155",
"B02510","2017-10-15T02:48:05.000","2017-10-15 03:05:36","95","82",
"B02510","2017-10-15T02:38:46.000","2017-10-15 03:02:48","225","14",
"B02510","2017-10-15T02:30:10.000","2017-10-15 02:54:02","186","202","1"
"B02510","2017-10-15T02:38:43.000","2017-10-15 03:04:40","230","7","1"
"B02510","2017-10-15T02:03:09.000","2017-10-15 02:09:48","97","49",
"B02510","2017-10-15T02:26:38.000","2017-10-15 02:43:21","256","62","1"
"B02510","2017-10-15T02:06:54.000","2017-10-15 02:21:34","112","37",
"B02510","2017-10-15T02:23:32.000","2017-10-15 02:30:40","37","256",
"B02510","2017-10-15T02:36:47.000","2017-10-15 02:49:04","256","49",
"B02510","2017-10-15T02:29:37.000","2017-10-15 02:41:38","145","37",
"B02510","2017-10-15T02:45:48.000","2017-10-15 02:51:52","37","256",
"B02510","2017-10-15T02:42:41.000","2017-10-15 02:51:33","256","97",
"B02510","2017-10-15T02:30:31.000","2017-10-15 03:08:58","158","265",
"B02510","2017-10-15T02:57:15.000","2017-10-15 03:29:32","186","37",
"B02510","2017-10-15T02:00:58.000","2017-10-15 02:19:11","112","181",
"B02510","2017-10-15T02:28:26.000","2017-10-15 02:49:23","181","137",
"B02510","2017-10-15T02:11:54.000","2017-10-15 02:25:20","170","239",
"B02510","2017-10-15T02:53:18.000","2017-10-15 03:00:25","90","137","1"
"B02510","2017-10-15T02:44:24.000","2017-10-15 03:12:56","260","243",
"B02510","2017-10-15T02:00:45.000","2017-10-15 02:22:54","35","197",
"B02510","2017-10-15T02:02:24.000","2017-10-15 02:22:58","215","198",
"B02510","2017-10-15T02:54:00.000","2017-10-15 03:08:22","141","164",
"B02510","2017-10-15T02:33:52.000","2017-10-15 02:40:16","61","188","1"
"B02510","2017-10-15T02:49:26.000","2017-10-15 03:28:43","62","129","1"
"B02510","2017-10-15T02:13:28.000","2017-10-15 02:24:37","213","81","1"
"B02510","2017-10-15T02:53:41.000","2017-10-15 03:13:23","74","7","1"
"B02510","2017-10-15T02:08:41.000","2017-10-15 02:17:46","188","61",
"B02510","2017-10-15T02:19:46.000","2017-10-15 02:50:04","255","142",
"B02510","2017-10-15T02:57:02.000","2017-10-15 03:18:05","50","79","1"
"B02510","2017-10-15T02:32:06.000","2017-10-15 02:44:06","235","169",
"B02510","2017-10-15T02:37:19.000","2017-10-15 02:56:53","170","223",
"B02510","2017-10-15T02:01:20.000","2017-10-15 02:14:46","239","68","1"
"B02510","2017-10-15T02:05:52.000","2017-10-15 02:24:09","142","137","1"
"B02510","2017-10-15T02:09:36.000","2017-10-15 02:24:53","48","137","1"
"B02510","2017-10-15T02:45:58.000","2017-10-15 03:08:26","145","90",
"B02510","2017-10-15T02:50:46.000","2017-10-15 03:01:04","148","137",
"B02510","2017-10-15T02:34:15.000","2017-10-15 03:00:31","90","160",
"B02510","2017-10-15T02:20:28.000","2017-10-15 02:54:25","211","181","1"
"B02510","2017-10-15T02:34:00.000","2017-10-15 03:05:09","148","227","1"
"B02510","2017-10-15T02:11:04.000","2017-10-15 02:26:56","79","54",
"B02510","2017-10-15T02:01:56.000","2017-10-15 02:09:01","189","89",
"B02510","2017-10-15T02:02:44.000","2017-10-15 02:11:02","255","256",
"B02510","2017-10-15T02:33:51.000","2017-10-15 02:53:04","33","148",
"B02510","2017-10-15T02:26:35.000","2017-10-15 02:39:18","48","166",
"B02510","2017-10-15T02:54:26.000","2017-10-15 03:16:13","230","7",
"B02510","2017-10-15T02:55:17.000","2017-10-15 03:27:35","230","56",
"B02510","2017-10-15T02:03:15.000","2017-10-15 02:25:14","231","225",
"B02510","2017-10-15T02:36:05.000","2017-10-15 02:46:00","37","37","1"
"B02510","2017-10-15T02:54:39.000","2017-10-15 02:58:47","225","37",
"B02510","2017-10-15T02:13:58.000","2017-10-15 02:19:31","74","168","1"
"B02510","2017-10-15T02:00:12.000","2017-10-15 02:33:20","112","61","1"
"B02510","2017-10-15T02:11:22.000","2017-10-15 02:21:01","255","80","1"
"B02510","2017-10-15T02:14:07.000","2017-10-15 02:20:10","255","80","1"
"B02510","2017-10-15T02:55:35.000","2017-10-15 03:02:53","220","127","1"
"B02510","2017-10-15T02:04:17.000","2017-10-15 02:22:39","255","37",
"B02510","2017-10-15T02:16:47.000","2017-10-15 02:26:29","173","70",
"B02510","2017-10-15T02:01:25.000","2017-10-15 02:36:19","234","36",
"B02510","2017-10-15T02:46:30.000","2017-10-15 03:02:40","36","102",
"B02510","2017-10-15T02:15:03.000","2017-10-15 02:24:58","18","127",
"B02510","2017-10-15T02:45:24.000","2017-10-15 02:51:03","241","18",
"B02510","2017-10-15T02:16:24.000","2017-10-15 02:36:47","255","22",
"B02510","2017-10-15T02:46:49.000","2017-10-15 02:59:57","42","167",
"B02510","2017-10-15T02:17:34.000","2017-10-15 02:27:07","47","147","1"
"B02510","2017-10-15T02:06:04.000","2017-10-15 02:10:00","203","219",
"B02510","2017-10-15T02:04:33.000","2017-10-15 02:32:06","36","97",
"B02510","2017-10-15T02:47:35.000","2017-10-15 03:00:51","17","198",
"B02510","2017-10-15T02:43:41.000","2017-10-15 03:05:11","158","163",
"B02510","2017-10-15T02:38:31.000","2017-10-15 02:43:05","231","158","1"
"B02510","2017-10-15T02:48:32.000","2017-10-15 03:16:19","158","255",
"B02510","2017-10-15T02:24:23.000","2017-10-15 02:39:41","77","91",
"B02510","2017-10-15T02:07:45.000","2017-10-15 02:35:19","61","232",
"B02510","2017-10-15T02:57:15.000","2017-10-15 03:09:36","20","243",
"B02510","2017-10-15T02:03:33.000","2017-10-15 02:27:28","244","79",
"B02510","2017-10-15T02:29:53.000","2017-10-15 02:58:48","79","42","1"
"B02510","2017-10-15T02:42:09.000","2017-10-15 03:12:53","148","174","1"
"B02510","2017-10-15T02:39:31.000","2017-10-15 02:52:28","255","225",
"B02510","2017-10-15T02:52:13.000","2017-10-15 03:34:24","145","198",
"B02510","2017-10-15T02:24:57.000","2017-10-15 02:36:56","144","224",
"B02510","2017-10-15T02:08:34.000","2017-10-15 02:26:18","20","200","1"
"B02510","2017-10-15T02:58:52.000","2017-10-15 03:09:10","198","36",
"B02510","2017-10-15T02:05:06.000","2017-10-15 02:26:05","186","263","1"
"B02510","2017-10-15T02:12:25.000","2017-10-15 02:17:12","164","233","1"
"B02510","2017-10-15T02:35:42.000","2017-10-15 02:48:06","75","7",
"B02510","2017-10-15T02:52:59.000","2017-10-15 03:03:31","7","129",
"B02510","2017-10-15T02:15:47.000","2017-10-15 02:59:53","164","61","1"
"B02510","2017-10-15T02:20:03.000","2017-10-15 03:05:30","100","188","1"
"B02510","2017-10-15T02:01:25.000","2017-10-15 02:18:42","97","71",
"B02510","2017-10-15T02:25:14.000","2017-10-15 02:45:00","85","33",
"B02510","2017-10-15T02:47:14.000","2017-10-15 02:54:26","33","97",
"B02510","2017-10-15T02:00:36.000","2017-10-15 02:08:42","37","256",
"B02510","2017-10-15T02:10:49.000","2017-10-15 02:51:29","256","244","1"
"B02510","2017-10-15T02:34:50.000","2017-10-15 02:47:00","223","42","1"
"B02510","2017-10-15T02:46:52.000","2017-10-15 03:04:37","255","223",
"B02510","2017-10-15T02:08:53.000","2017-10-15 02:29:53","170","121",
"B02510","2017-10-15T02:32:59.000","2017-10-15 02:47:21","164","265",
"B02510","2017-10-15T02:47:33.000","2017-10-15 03:05:32","49","87",
"B02510","2017-10-15T02:21:49.000","2017-10-15 02:32:41","61","62","1"
"B02510","2017-10-15T02:48:43.000","2017-10-15 03:11:28","188","225","1"
"B02510","2017-10-15T02:54:21.000","2017-10-15 03:00:48","188","61","1"
"B02510","2017-10-15T02:09:00.000","2017-10-15 02:19:27","226","80",
"B02510","2017-10-15T02:29:22.000","2017-10-15 02:55:01","255","107",
"B02510","2017-10-15T02:22:40.000","2017-10-15 02:33:24","137","168",
"B02510","2017-10-15T02:53:49.000","2017-10-15 03:03:12","79","148",
"B02510","2017-10-15T02:14:31.000","2017-10-15 02:23:27","170","170","1"
"B02510","2017-10-15T02:18:45.000","2017-10-15 02:27:26","225","17",
"B02510","2017-10-15T02:25:43.000","2017-10-15 02:41:39","74","166","1"
"B02510","2017-10-15T02:30:48.000","2017-10-15 02:35:50","74","41","1"
"B02510","2017-10-15T02:47:34.000","2017-10-15 02:56:12","41","75",
"B02510","2017-10-15T02:35:54.000","2017-10-15 02:46:47","148","107","1"
"B02510","2017-10-15T02:56:01.000","2017-10-15 03:09:07","168","220",
"B02510","2017-10-15T02:02:03.000","2017-10-15 02:18:48","141","202","1"
"B02510","2017-10-15T02:22:39.000","2017-10-15 02:33:58","202","193","1"
"B02510","2017-10-15T02:41:07.000","2017-10-15 03:31:45","145","249",
"B02510","2017-10-15T02:25:39.000","2017-10-15 02:45:48","246","232",
"B02510","2017-10-15T02:25:59.000","2017-10-15 02:51:17","249","7",
"B02510","2017-10-15T02:16:22.000","2017-10-15 02:28:20","114","33","1"
"B02510","2017-10-15T02:20:36.000","2017-10-15 02:31:59","144","40","1"
"B02510","2017-10-15T02:45:13.000","2017-10-15 02:55:18","249","170",
"B02510","2017-10-15T02:59:14.000","2017-10-15 03:20:45","107","49",
"B02510","2017-10-15T02:00:33.000","2017-10-15 02:37:58","97","138","1"
"B02510","2017-10-15T02:22:25.000","2017-10-15 02:32:19","88","195","1"
"B02510","2017-10-15T02:07:21.000","2017-10-15 02:22:53","231","80",
"B02510","2017-10-15T02:51:04.000","2017-10-15 03:04:20","148","158",
"B02510","2017-10-15T02:22:08.000","2017-10-15 02:47:35","148","265","1"
"B02510","2017-10-15T02:29:22.000","2017-10-15 03:02:30","148","1","1"
"B02510","2017-10-15T02:22:01.000","2017-10-15 02:43:45","163","41",
"B02510","2017-10-15T02:09:50.000","2017-10-15 02:23:41","148","255","1"
"B02510","2017-10-15T02:46:39.000","2017-10-15 03:00:55","148","36",
"B02510","2017-10-15T02:18:49.000","2017-10-15 02:47:06","246","181",
"B02510","2017-10-15T02:13:44.000","2017-10-15 02:24:16","255","80",
"B02510","2017-10-15T02:04:41.000","2017-10-15 02:14:28","80","97",
"B02510","2017-10-15T02:20:55.000","2017-10-15 02:32:30","65","112",
"B02510","2017-10-15T02:36:21.000","2017-10-15 02:55:04","112","14",
"B02510","2017-10-15T02:03:27.000","2017-10-15 02:24:40","7","40",
"B02510","2017-10-15T02:27:03.000","2017-10-15 02:43:15","40","256",
"B02510","2017-10-15T02:47:11.000","2017-10-15 02:53:57","255","112","1"
"B02510","2017-10-15T02:51:31.000","2017-10-15 03:10:15","112","79","1"
"B02510","2017-10-15T02:08:43.000","2017-10-15 02:19:27","181","33","1"
"B02510","2017-10-15T02:46:30.000","2017-10-15 03:00:17","90","50","1"
"B02510","2017-10-15T02:51:22.000","2017-10-15 03:06:27","68","143","1"
"B02510","2017-10-15T02:24:28.000","2017-10-15 02:55:20","158","61","1"
"B02510","2017-10-15T02:27:05.000","2017-10-15 03:04:17","158","188","1"
"B02510","2017-10-15T02:40:58.000","2017-10-15 02:53:37","56","252",
"B02510","2017-10-15T02:15:45.000","2017-10-15 02:32:09","82","134",
"B02510","2017-10-15T02:38:49.000","2017-10-15 02:50:03","37","255","1"
"B02510","2017-10-15T02:14:27.000","2017-10-15 02:21:24","212","182",
"B02510","2017-10-15T02:26:36.000","2017-10-15 02:35:23","182","126","1"
"B02510","2017-10-15T02:34:03.000","2017-10-15 02:38:54","161","142",
"B02510","2017-10-15T02:12:18.000","2017-10-15 02:37:39","212","18",
"B02510","2017-10-15T02:46:59.000","2017-10-15 03:04:33","174","119",
"B02510","2017-10-15T02:36:06.000","2017-10-15 03:16:55","228","151","1"
"B02510","2017-10-15T02:43:22.000","2017-10-15 03:07:55","228","48","1"
"B02510","2017-10-15T02:23:09.000","2017-10-15 02:41:19","243","166","1"
"B02510","2017-10-15T02:27:20.000","2017-10-15 02:32:35","244","244","1"
"B02510","2017-10-15T02:43:22.000","2017-10-15 02:51:32","166","74","1"
"B02510","2017-10-15T02:03:03.000","2017-10-15 02:15:19","90","265",
"B02510","2017-10-15T02:40:22.000","2017-10-15 03:16:36","79","64",
"B02510","2017-10-15T02:02:30.000","2017-10-15 02:25:52","36","107",
"B02510","2017-10-15T02:27:58.000","2017-10-15 02:40:17","107","158","1"
"B02510","2017-10-15T02:43:01.000","2017-10-15 03:00:54","158","265",
"B02510","2017-10-15T02:36:18.000","2017-10-15 03:09:46","48","42",
"B02510","2017-10-15T02:12:39.000","2017-10-15 02:46:42","36","64","1"
"B02510","2017-10-15T02:40:59.000","2017-10-15 02:52:54","249","265",
"B02510","2017-10-15T02:57:50.000","2017-10-15 03:07:05","37","37",
"B02510","2017-10-15T02:33:35.000","2017-10-15 02:57:09","7","142","1"
"B02510","2017-10-15T02:54:55.000","2017-10-15 03:01:34","142","230","1"
"B02510","2017-10-15T02:05:20.000","2017-10-15 02:10:36","256","80","1"
"B02510","2017-10-15T02:15:26.000","2017-10-15 02:30:31","256","137",
"B02510","2017-10-15T02:52:16.000","2017-10-15 02:58:11","79","170",
"B02510","2017-10-15T02:22:19.000","2017-10-15 02:50:50","42","198",
"B02510","2017-10-15T02:44:53.000","2017-10-15 03:14:52","79","37","1"
"B02510","2017-10-15T02:03:57.000","2017-10-15 02:44:03","231","61",
"B02510","2017-10-15T02:56:57.000","2017-10-15 03:16:12","189","36",
